country,tdur,vlyl_1,vlyl_2,vlyl_3,vlyl_4,gdpl_1,gdpl_2,gdpl_3,gdpl_4,gdpl_5,gdpl_6,gdpl_7,gdpl_8,gdpl_9,gdpl_10,vsyl
1,3650,43979.2079303211,76543.2888912478,350643.996309943,34421.9136446577,305.268937059274,40292.588146319,17204.6928631363,3677.75593119817,6674.19965898015,13216.7036570898,16555.5303756474,1475.78487833292,12245.7326012327,9121.06067622565,298811.627715359
2,3650,3666.87995451351,11240.4329002724,35854.6945840064,839.750117334382,31.6310816080274,5.24927905592561,309.616258909626,75.9275700097598,139.001372000489,348.694780425607,135.045094412912,124.382222029579,862.788549941055,658.176578068589,371.234182638787
3,2055.36898276078,343449.559806469,343298.055245821,1317498.08512582,220416.831887233,4615.91644121762,349.259076915834,27136.1309335176,4787.04043260083,9153.32927571081,18709.8508596477,13020.6393959071,4057.09920572231,29171.7437956412,19345.3262354782,158610.461922268
4,2138.91587000218,248471.604472577,240325.62039714,1182154.88974416,299791.204048372,2897.12546398809,422.633380406665,5357.03929086009,6218.4212638473,3369.3792161096,11899.8140477307,12849.2992807651,2180.56142927387,14264.1672958457,31630.1152372837,10541.2872111013
5,3650,189579.056709566,305170.846047479,1677319.99597477,129252.998487939,2314.07715494255,242.155215404987,44008.8762404673,8951.77407373955,16008.7272436668,35531.7796308011,30426.3742483327,8292.6088351117,81914.1907182407,34370.9344875228,685994.995346613
6,3650,1522.06042428786,13801.5661513595,39720.9766082954,10393.0531887014,8.59903102620384,2.97528994150216,482.853137523653,229.729321099625,96.3184551191931,612.136949861847,294.867459142878,116.930239401511,1065.09939349215,1013.95876999034,682.819024378938
7,3650,224.213250182596,884.852480785031,3915.64412062274,23.0295165499315,0.194744384513679,0,16.4342383001338,4.42262992668022,9.73139299808647,54.2161102289899,29.2857753387749,14.0327920768833,217.922662412633,78.6052883697318,50.5492168515342
8,2376.96215262933,93258.2751690778,315444.602455854,461236.784052159,61788.4505090697,335.959894860784,12.4294351159387,3410.58412020778,397.494870627687,986.320555874136,3097.52259182633,2614.16165178318,1332.02294945265,9662.16345551875,6676.00438057598,10917.1526249593
9,2045.25111591895,98099.5715462895,328751.563366897,401219.769563833,4631.50891032646,539.596096184022,28.0342768281279,4242.65291339737,341.076570406736,1646.38037116651,4134.35982266896,2188.18631724023,2286.07776264029,7444.35768490666,8709.06338485699,10544.3572391992
10,3650,80476.6960298859,327967.765584543,585653.988773925,85657.8272430219,193.113830436872,194.458392142331,1477.66792068202,183.179935933788,619.565714870615,3412.5178349911,1030.3654230741,852.735500797663,6093.60770894396,3628.51691327902,6266.64390757231
11,2242.25721387359,245746.532498718,496255.839233622,1865836.81970015,591354.207203531,2514.92030195341,723.446336770733,7957.72397744195,2168.98131331131,4910.1130455996,17154.2865980541,6002.9627770195,4673.94708602926,43240.6533766249,25022.5230448124,20742.0095183963
12,2170.29072993954,473856.352184817,477889.307242287,3090649.59112186,888188.080948894,6427.23260629182,626.58433507155,34874.1600137228,14402.4802527037,23346.1761162798,54951.0641756335,29601.7025269507,8320.18283874093,57681.1268802742,48127.2285937128,423951.156731481
13,3650,238198.241767892,1334865.13675593,2813310.03108705,248351.263051629,1010.09496920354,102.934911538356,30762.5242385133,2170.40000055706,9828.07724750616,69254.7300693942,33572.1013462357,8823.8815136118,56947.7381780193,112289.282010493,62482.6565653053
14,3646.92594359824,212695.4741084,235499.944407366,1243499.0838838,28909.5732962457,380.917852509355,29940.725194801,22238.4012720988,5974.51421330749,14220.1445633231,53149.8058120318,26214.4374899776,3007.85203770778,58276.0819093117,35518.5516684272,782077.117306912
15,2024.09620907232,434677.200212747,1458121.2394897,5878438.09926606,60801.4953668584,2386.11344135533,10196.2951523759,28506.8444204284,4081.13232340787,10898.5831623014,52538.9401989842,14113.6745352173,11997.2908716192,91515.4793499164,84017.1454498084,79702.6345758441
16,2296.73407005812,184708.59046748,270212.892123001,1414551.46688065,323621.211718513,1338.85271048327,1179.82110500225,47579.1838991827,4248.38691791479,11640.1223375525,21415.2889021396,17090.5328052446,2736.40809547631,30216.4850612489,17646.6631515993,303396.123890049
17,2626.88293418136,62227.0309793727,53656.1925200186,231525.469935186,39377.2542157174,137.534573260865,4.72365694705422,877.133490299226,121.036829701788,529.930412430956,2775.48531194764,850.486902830455,555.330518555299,3724.52642099871,3919.27110162871,1785.82871717374
18,3650,9131.84623710415,60051.4919997574,216133.371005654,22195.6203677688,121.422020024526,4715.25399333627,21652.0550286742,5514.51622523033,16827.9036094526,11185.264413816,51508.0179391455,1093.96317245921,21126.7319228783,17854.4570489326,384814.814596832
19,3650,120000.845151373,149219.830513231,617585.736802364,163972.937234235,333.782769512001,111.882976419599,4594.75682258884,1056.56708983856,3997.67979949739,16939.9612434456,23057.836793669,1857.81742219932,27486.8729778537,14007.0670822047,279732.033724996
20,2311.4224727731,229515.342743349,243351.993149252,768564.287196609,205665.512074656,989.751196304222,104.957868307017,2888.94878296779,3523.37419596354,972.570760004931,12502.0217346439,3249.6455584101,1662.17924679756,7903.93086514909,9934.0014855074,6447.62641184041
21,2082.6576600846,201694.585358558,189926.74854924,1001928.38199807,141326.260353878,1139.72579215523,75.7091111251204,11660.7832694484,1199.19326710769,4332.52362419065,21464.5116166359,9042.63156416169,2196.43871928547,18452.6919854672,23462.116603616,77371.6396917978
22,2116.27170606635,229002.638255067,316489.640638584,936244.74291082,114048.392734126,349.442364485457,765.057352297169,4851.80197524643,613.215061888414,2824.77978478494,14640.8549345086,5062.21615561324,2501.87960636694,14354.0607367118,13103.0454030325,9743.51838573362
23,2078.30751288588,711445.866665697,990627.549438653,3162116.20456228,736143.904102113,3025.61364837166,2146.26015552719,16653.0304555915,12216.3781462937,34722.9649655625,65015.5909559297,32752.0430381944,8340.55617309459,109049.28867228,76043.1468958734,557083.452964517
24,3650,89386.5702648194,447095.346275764,774691.344564793,76592.0680732347,4015.99909975953,1524.71391924912,17808.6518505639,7270.28810222584,10898.2922901987,47616.1940033326,18032.5450324122,1358.6179701894,25181.9916849547,19766.652650491,655995.586327561
25,2446.62177423053,64426.4486788474,128318.697955902,638408.725381672,7299.21372907333,424.911411177363,90.6862308737248,3500.92598446395,1286.97232326827,907.481197843557,8265.84979635276,2615.06744016994,1556.11074936113,17372.8518882411,9393.39691793059,3615.53399450803
26,2234.61293450679,468831.407046244,375038.076137227,1329169.21705977,217052.640592785,271.05861176389,3319.46152266205,10444.3815322779,3228.60094548906,21855.6749851618,29792.5540927497,26033.7322100809,2921.11743696542,33503.2367062729,27849.7128806077,250470.662762484
27,2215.0849610708,670282.349741948,519186.069876397,2375319.24359502,293416.122398842,5379.99087902677,783.31639565192,9928.83407516118,11525.3350938706,6237.32412193219,21390.5931689308,23097.3469264506,4024.27078450206,26106.9901426782,56010.9438768508,17037.0616865172
28,2116.86641821968,70930.3323038141,78846.5171124235,247356.136643687,7824.57475072241,595.396818186941,26.8303576717596,1506.60392269122,382.562128477104,694.019542909756,4095.13256094597,790.421174220822,506.865039004114,4125.99167415163,4827.2201667781,3244.00744574739
29,2203.1379245269,317154.645197477,516652.829751339,1170267.1105211,59675.4024915495,1300.28953936999,2146.65416600145,3457.49695929714,2148.94741202329,5119.32567193252,19746.1277774822,7763.06609595276,2027.2015723281,24924.6118580185,13498.1038793516,16889.382696868
30,3650,97139.017122386,411676.427123665,3520524.61875654,542318.301891551,554.316897676739,118.668804726211,5566.03332560799,1055.06413284963,2187.79879527946,15112.8689172806,6379.26971328112,4484.41091968766,20091.0862609423,24934.0162698749,5964.66481121371
31,2595.36661957324,71289.9252383175,70243.819924548,340531.443543981,90020.9927736572,328.244169201886,31.881738811484,1787.99375925744,298.029263104302,654.092309971526,4535.83603076377,640.866996639752,709.80991493245,5249.51813241417,4233.7154292286,2097.89488490112
32,2167.20493855388,104231.467604372,150134.808961369,531703.508365556,121599.070484464,751.558229636744,154.034546411177,11941.8591114796,2864.8162270934,4843.92420826925,19994.3147881974,9602.77269359731,1808.53842905791,16036.3367033328,13469.2810856942,213627.499847798
33,2958.9336072965,173601.870552711,185003.75936987,1104081.17470172,398600.05592361,1935.87783588005,572.509129062649,10118.6274619305,1657.84874020476,2144.99759061117,7439.32250201553,3077.21664745631,2346.56937949841,9016.11070962455,7351.6246348478,6416.25615072277
34,2212.08185501892,1076607.58994591,782203.721004439,3615121.92072331,361308.42127095,5493.45087563612,25765.8517683646,106961.750610834,13809.7757659437,27378.0225149793,51668.1956151851,41587.6819423908,8101.49456999601,102974.674390907,47981.0060406862,609738.503854455
35,3650,58848.4440501397,136770.953578457,417685.326122033,95311.4603613811,429.853749531285,12.4767719185427,2895.86875857884,427.943039648167,971.654666933884,5871.04906084822,1141.23080528037,716.422959767154,10984.8277490682,5842.92408766106,5444.78338227714
36,3650,386.287349008687,3082.01933849238,6039.60839024896,110.623796467053,6.22681220820814,0.145565682368129,38.161363864877,9.01525824033967,30.2137995129359,88.698733847678,23.9079615841186,16.4094982019809,209.18880717884,165.54822572417,199.766473008641
37,2296.38167359866,150107.978352785,156540.747657044,712875.820771665,297098.851303044,160.677173067228,81.9295136919608,3155.87081964269,428.503420214265,1942.47979379239,9638.44692078803,3566.81667210303,2137.63884941829,10805.3124215172,8260.55117453695,5586.88629667372
38,2430.60580209674,101668.216742092,546850.74679413,2009547.77672704,9489.43635665238,4612.389875189,460.895919623307,17256.7965188012,6065.02009283399,7445.68963699869,25148.5034840464,10404.3248974007,3207.65755597598,41655.0470936399,37574.5001624424,39014.8613668776
39,2132.26038858665,935020.679616774,740867.092368505,4365141.49026576,1084420.1809739,1813.46651782043,225.122232129667,111682.279342405,5478.46745120306,6200.00950492139,40478.9006186429,9500.21111864413,21502.3685230338,83614.3259714084,39486.8427166572,33591.0423376073
40,3650,1158.10413137625,10955.4690610465,39040.2376094479,3677.88360939922,104.430258324297,2.55814975914621,82.133181605313,43.8408564104454,51.112313193264,584.087726926405,2597.91885198485,72.7088918669052,421.324060596578,719.672750021312,638.228674787934
41,2295.37274790161,749896.453243972,587115.517481333,2173044.34473235,447385.263021255,2150.41200715912,178.773311825364,30853.216685877,7488.90333174969,14923.7247773605,40578.7896156309,26182.5183587735,8851.29854595139,84449.4839679651,58294.6686246704,621362.611012202
42,2394.5328911837,148352.937055636,604417.728421865,1470780.15746588,148912.901622664,1287.59955586644,150.148888227432,11648.8929051935,2049.48132082618,3892.8773469593,13370.5058740297,3414.89655046439,4555.34672434746,19438.8701998558,27715.7667369403,13504.8658208102
43,2108.73764578329,122769.832556692,110226.403514172,389243.301800683,32333.3642123248,416.526975859947,327.473023902225,3353.32337344992,1493.54057125474,1108.21922032952,6719.81630356637,2923.67156294366,692.94868792737,6635.46641094971,5774.97054649482,4351.1500072101
44,2260.11863196854,447790.930852892,327722.407121422,1357832.93188761,236820.85272619,1964.27177669679,3646.69195171346,20197.6492651362,6310.22349662951,10762.5601191409,24098.0726222908,17088.6098954509,4511.71537983673,28318.5265969713,18449.4016421707,278987.425401158
45,2188.88450815527,607175.831494621,606846.960096105,3185041.30011629,688677.45001727,4830.17701653686,735.748392617242,52955.1549394025,9036.41232547762,6509.46273262326,67417.2709696518,14926.9126487651,20156.2491522462,66565.8356694874,43944.5489219859,427245.30525194
46,2458.10577836951,117538.603682349,258110.269660288,514486.161405023,26220.5397174093,1596.42527723734,8009.88354033821,17202.6773663044,4436.60907838115,16793.9589064173,32944.6634248199,37437.0755915318,2036.66501405859,31585.1399455571,14815.5407741788,642707.964648707
47,2238.822966418,187591.265663055,206600.365196495,1118321.03963328,234092.911204304,3761.71309886327,1045.13194143985,13550.0919248938,2387.95230846832,5509.98334807776,17536.4675860749,15276.7473376296,2043.37776776835,15187.2853804793,13433.4889630531,147539.885028644
48,2204.13023798891,606153.190302222,636630.231839995,2094561.10144183,212774.983082383,4411.02803401601,703.840759905008,13717.6936908288,11475.1699739969,14463.0796490817,46600.7892528184,17232.623466029,8805.4406303075,60997.9437586314,43300.6699369922,417393.861750822
49,2414.11022696159,386894.522813524,321623.83053831,1624068.02913741,267418.130840094,279.134550603316,337.76382031768,9854.49003107801,1938.87033711881,7571.86914276723,29613.8892282641,12606.6155261596,3683.38356397552,38358.7200652878,21953.2547187497,221664.968692768
