igroup,country,Npop_1,Npop_2,Npop_3,Npop_4,Npop_5,Npop_6,Npop_7,Npop_8,Npop_9,Npop_10,Npop_11,Npop_12,Npop_13,Npop_14,Npop_15,Npop_16,Npop_17,Npop_18,Npop_19,Npop_20,Npop_21,NNs_1,NNs_2,NNs_3,NNs_4,NNs_5,NNs_6,NNs_7,NNs_8,NNs_9,NNs_10,NNs_11,NNs_12,NNs_13,NNs_14,NNs_15,NNs_16,NNs_17,NNs_18,NNs_19,NNs_20,NNs_21,NNs_22,NNs_23,NNs_24,NNs_25,NNs_26,NNs_27,NNs_28,NNs_29,NNs_30,NNs_31,NNs_32,NNs_33,NNs_34,NNs_35,NNs_36,NNs_37,NNs_38,NNs_39,NNs_40,NNs_41,NNs_42,NNs_43,NNs_44,NNs_45,matAL_1,matAL_2,matAL_3,matAL_4,matAL_5,matAL_6,matAL_7,matAL_8,matAL_9,matAL_10,matAL_11,matAL_12,matAL_13,matAL_14,matAL_15,matAL_16,matAHT_1,matAHT_2,matAHT_3,matAHT_4,matAHT_5,matAHT_6,matAHT_7,matAHT_8,matAHT_9,matAHT_10,matAHT_11,matAHT_12,matAHT_13,matAHT_14,matAHT_15,matAHT_16,matAS_1,matAS_2,matAS_3,matAS_4,matAS_5,matAS_6,matAS_7,matAS_8,matAS_9,matAS_10,matAS_11,matAS_12,matAS_13,matAS_14,matAS_15,matAS_16,workp,obj_1,obj_2,obj_3,obj_4,obj_5,obj_6,obj_7,obj_8,obj_9,obj_10,obj_11,obj_12,obj_13,obj_14,obj_15,obj_16,obj_17,obj_18,obj_19,obj_20,obj_21,obj_22,obj_23,obj_24,obj_25,obj_26,obj_27,obj_28,obj_29,obj_30,obj_31,obj_32,obj_33,obj_34,obj_35,obj_36,obj_37,obj_38,obj_39,obj_40,obj_41,obj_42,obj_43,obj_44,obj_45,wfh_1,wfh_2,wfh_3,wfh_4,wfh_5,wfh_6,wfh_7,wfh_8,wfh_9,wfh_10,wfh_11,wfh_12,wfh_13,wfh_14,wfh_15,wfh_16,wfh_17,wfh_18,wfh_19,wfh_20,wfh_21,wfh_22,wfh_23,wfh_24,wfh_25,wfh_26,wfh_27,wfh_28,wfh_29,wfh_30,wfh_31,wfh_32,wfh_33,wfh_34,wfh_35,wfh_36,wfh_37,wfh_38,wfh_39,wfh_40,wfh_41,wfh_42,wfh_43,wfh_44,wfh_45,t_vax,arate,puptake,Hmax,t_tit,trate,Tres,sdl,sdb,sdc,la_1,la_2,la_3,la_4,la_5,la_6,la_7,la_8,la_9,la_10,la_11,la_12,la_13,la_14,la_15,la_16,la_17,la_18
UMIC,Colombia,3730000,3719000,3938000,4293000,4420000,4359000,3977000,3690000,3344000,2996000,2888000,2558000,2015000,1618000,1125000,758000,497000,269000,111000,32000,4000,3728889,31627,196044,13178,1216,684735,474601,20273,144549,22503,211350,99036,219156,142319,60922,146475,2129,81905,74809,57475,29295,174149,71565,114950,1521317,4311851,789244,6994,324172,380126,55752,1593085,54130,110997,144752,271562,266798,1245294,276023,690310,940281,935415,789447,572318,680680,0.18626,0.232805789121339,0.273935440539558,0.0889402945174445,1.15831,1.16592590627615,0.854930793797732,0.518225138196647,2.41991,1.76756703179916,1.2182366032995,1.30999351608518,0.05761,0.066969859414226,0.0635368750619896,0.194544721341187,0.86142,0.199902437656904,0.118778898403147,0.0221694653375623,0.72962,4.03369061338912,0.652457241048699,0.097662147711826,3.20975,3.02435877154812,4.4271888035177,1.33636925464431,0.39494,0.268268677824268,0.285502056402288,0.466242383325782,1.3074,0.294838240167364,0.0130464029490528,0.000128296329859538,0.2373,7.8318154083682,0.114371297649354,0.00217004077933847,0.59123,1.62519171548117,0.125663197011274,0.00428876302673312,0.00316,0.0147210711297071,0.0011121301286078,0.00218836882646126,7.84214877784796,53.2113338900567,1.7046437436447,46.4691967807864,4.95523670088184,0.179589309842475,27.954834941356,9.29764802487853,0.92518911020468,4.39795440951498,11.6008346377037,8.99718638131292,3.71265853057264,2.64596679773803,10.6425841670714,3.42145406792674,2.55075007970667,0.0502532678498825,1.83503774917097,0.449105520047898,1.65068760342693,0.561249654618162,7.67526094597759,20.1769515326113,8.94852005876356,58.1425019205473,77.4273257033814,29.9517411111803,0.286708117627751,4.35325545021693,7.97175522629189,0.962746815650381,34.1656098658346,2.18310775175227,15.1571790561748,7.97387115335926,38.0652634509855,77.5336510385164,27.688757112635,32.6744102651102,54.107957984852,42.2354912098755,35.1193639914487,8.52004482762245,6.69029689611989,5.47681272298694,0.0569967514774218,0.0569967514774218,0.0569967514774218,0.0569967514774218,0.0569967514774218,0.0569967514774218,0.0569967514774218,0.0569967514774218,0.0569967514774218,0.0569967514774218,0.0569967514774218,0.0569967514774218,0.0569967514774218,0.0569967514774218,0.0569967514774218,0.0569967514774218,0.0569967514774218,0.0569967514774218,0.0569967514774218,0.0569967514774218,0.0569967514774218,0.0569967514774218,0.0586010099549568,0.0586010099549568,0.0760837813180937,0.066038935623528,0.0458216327645929,0.0458216327645929,0.0458216327645929,0.0458216327645929,0.0458216327645929,0.0168173686991593,0.204524725675738,0.204524725675738,0.204524725675738,0.134283726653667,0.134283726653667,0.177416403447391,0.0666131872376457,0.14554088131137,0,0.0530043354935563,0.0420570944053773,0.081890103194172,0.081890103194172,466.726505393007,246.439291537591,1.08307967914438,26.1,44.2528731712953,97.8264141424399,20.6896551724138,0.250476666666643,1685.84186211349,0.0350065864209131,79.18,75.33,70.405,65.5,60.77,56.12,51.435,46.755,42.055,37.38,32.75,28.22,23.875,19.72,15.745,12.13,9.085,6.365
LLMIC,Comoros,122000,112000,99000,88000,78000,70000,62000,52000,41000,33000,27000,22000,17000,11000,7000,4000,2000,1000,0,0,0,65755,8176,187,149,0,2406,10861,1360,0,0,0,163,0,0,990,535,0,193,0,0,0,1047,746,673,16748,26712,8650,602,535,519,0,2073,1095,1779,277,868,0,1458,5781,10763,14365,3700,673,561,2718,0.49356,0.535864581939799,0.709947412935323,0.3197108,2.06175,2.18573381270903,1.62822519900497,1.235746,2.9225,2.09027558528428,1.40512664179104,1.1303116,0.07411,0.0763753846153846,0.0486023134328358,0.0974256,1.67767,0.369596856187291,0.116679825870647,0.0092284,1.42097,5.56293702341137,0.715557686567164,0.0395692,6.25121,4.45598431438127,4.23307748756219,0.559544,0.76918,0.438326688963211,0.223980995024876,0.1826628,0.55318,0.283657926421405,0.0192889552238806,0.0004576,0.10041,5.85473070234114,0.144807437810945,0.0076912,0.25015,1.24704568561873,0.136204825870647,0.0152152,0.00134,0.0120704682274248,0.00143641791044776,0.0077484,5.81261342805953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0257688230366075,0.0257688230366075,0.0257688230366075,0.0257688230366075,0.0257688230366075,0.0257688230366075,0.0257688230366075,0.0257688230366075,0.0257688230366075,0.0257688230366075,0.0257688230366075,0.0257688230366075,0.0257688230366075,0.0257688230366075,0.0257688230366075,0.0257688230366075,0.0257688230366075,0.0257688230366075,0.0257688230366075,0.0257688230366075,0.0257688230366075,0.0257688230366075,0.0264941249484007,0.0264941249484007,0.0343982673735108,0.0298568883576238,0.0207164358555935,0.0207164358555935,0.0207164358555935,0.0207164358555935,0.0207164358555935,0.00760330697305947,0.0924677516864544,0.0924677516864544,0.0924677516864544,0.0607110668439632,0.0607110668439632,0.0802117977905851,0.030116513473777,0.0658005433272849,0,0.023963810324304,0.0190144489830333,0.0370233657701714,0.0370233657701714,496.651839333319,138.20615347447,0.520283422459893,32.4,42.8329521265144,1.08173375306652,,,,,69.93,67.065,62.44,57.605,52.87,48.22,43.6,39.025,34.51,30.125,25.875,21.865,18.095,14.72,11.655,9.045,6.795,5.01
LLMIC,Congo,813000,758000,664000,553000,460000,388000,350000,323000,287000,234000,181000,132000,92000,64000,42000,25000,11000,3000,1000,0,0,27530,0,1832,0,0,5173,21666,860,16689,1145,5547,0,764,1114,2797,807,2547,1073,9649,1046,162,1285,458,6231,262,48333,0,21419,22561,151162,0,21137,53881,5079,14143,9328,0,97918,34681,393,19419,0,46160,12614,0,0.3596,0.619377843037975,0.683294364527993,0.271709452054795,1.75235,1.80007094683544,1.31010809971394,0.954864794520548,2.12641,1.68493212151899,1.02708624846751,1.03517945205479,0.03944,0.0525638683544304,0.0350035308541071,0.147581369863014,1.7595,0.397866318987342,0.104965075602779,0.00819876712328767,1.49029,5.76527663797468,0.659545206375153,0.0361732876712329,6.55614,4.66303917468354,3.88649139354311,0.506359589041096,0.8067,0.467017605063291,0.214160167552105,0.167406164383562,0.32486,0.304688025316456,0.0110808377605231,0.000302465753424657,0.05896,5.46510017721519,0.100756599918267,0.00511123287671233,0.14691,1.1853904,0.110861127911729,0.0101216438356164,0.00079,0.0119429620253165,0.000931291377196567,0.00514630136986301,22.0439119312005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0233082642349828,0.0233082642349828,0.0233082642349828,0.0233082642349828,0.0233082642349828,0.0233082642349828,0.0233082642349828,0.0233082642349828,0.0233082642349828,0.0233082642349828,0.0233082642349828,0.0233082642349828,0.0233082642349828,0.0233082642349828,0.0233082642349828,0.0233082642349828,0.0233082642349828,0.0233082642349828,0.0233082642349828,0.0233082642349828,0.0233082642349828,0.0233082642349828,0.0239643100538469,0.0239643100538469,0.0311137184662405,0.0270059770322166,0.0187383087013047,0.0187383087013047,0.0187383087013047,0.0187383087013047,0.0187383087013047,0.00687729849888746,0.0836383868390444,0.0836383868390444,0.0836383868390444,0.0549140170653713,0.0549140170653713,0.0725527035134664,0.0272408116151055,0.0595175203966049,0,0.0216756047539461,0.0171988375468112,0.0334881570265609,0.0334881570265609,525.64981407293,33.1054674208451,0.176957754010695,24,,,25.2873563218391,,,,66.085,62.97,58.22,53.43,48.795,44.22,39.73,35.345,31.125,27.12,23.33,19.745,16.39,13.325,10.565,8.165,6.13,4.4
UMIC,Costa Rica,351000,357000,355000,369000,407000,427000,427000,386000,338000,300000,307000,292000,233000,171000,132000,87000,57000,32000,14000,4000,1000,251954,3940,0,2223,0,89507,16063,5253,17073,7779,14042,4344,3637,5758,2324,8587,2020,6162,2728,808,101,45360,17679,9496,144767,370253,47784,8587,44552,13840,6365,126785,13032,10102,19094,49603,14851,61726,119814,78597,126280,75162,21619,85769,146081,0.41625,0.244251100832562,0.572867003529034,0.398314819277108,0.99629,1.60608038852914,1.51507873917228,1.65851734939759,2.11643,1.71064987049029,1.93141750080205,1.94865536144578,0.04761,0.0531784643848289,0.070801899262111,0.291516084337349,0.80694,0.193069324699352,0.11887031761309,0.0239789156626506,0.68347,3.5519913506013,0.606745229387231,0.109184819277108,3.00677,2.71490999074931,4.38597602823227,1.46733373493976,0.36996,0.248782950971323,0.300830433108759,0.52670265060241,2.32917,0.352390980573543,0.025701645813282,0.00014078313253012,0.42275,8.47794307123034,0.189595659287777,0.00238987951807229,1.05332,1.77645332099907,0.180578636509464,0.00472825301204819,0.00564,0.0164941628122109,0.00190171960218158,0.00241048192771084,7.5956358621766,7.25953314666792,0.0988761672971331,0.00814604787391154,0.507302153802905,0.000561796405097347,7.77498134834474,0.494942632890763,0.242134250596957,0.871627122508534,0.511796525043683,1.06460418765947,0.365448561515824,0.311797004829028,0.943817960563544,0.2435387416097,0.502526884359577,0.171909699959788,0.54859418957756,0.0365167663313276,0.0578650297250268,0.00758425146881419,6.13004147421971,3.35729531686175,1.2067386781491,7.81739697692959,15.6022097623635,3.6005531602689,0.629211973709029,0.59943676423887,2.25757885388369,0.558144728464215,5.67751446991379,0.575560417022232,2.76488100768659,4.64184279711683,9.37694379747982,13.680023362323,11.5426689391301,8.03200320367677,7.29689260760689,12.8100816290297,10.6345250502902,1.52640083264949,2.27050017120093,2.06881526177098,0.0745515695976751,0.0745515695976751,0.0745515695976751,0.0745515695976751,0.0745515695976751,0.0745515695976751,0.0745515695976751,0.0745515695976751,0.0745515695976751,0.0745515695976751,0.0745515695976751,0.0745515695976751,0.0745515695976751,0.0745515695976751,0.0745515695976751,0.0745515695976751,0.0745515695976751,0.0745515695976751,0.0745515695976751,0.0745515695976751,0.0745515695976751,0.0745515695976751,0.0766499345823529,0.0766499345823529,0.0995173439040131,0.0863787176931322,0.059934549874862,0.059934549874862,0.059934549874862,0.059934549874862,0.059934549874862,0.0219970647541517,0.267517690489786,0.267517690489786,0.267517690489786,0.175642687240196,0.175642687240196,0.232060091260059,0.0871298369774203,0.190367009717908,0,0.0693295021926244,0.0550105456778623,0.107111994445148,0.107111994445148,455.197891512828,280.110447626356,1.23732299465241,12.43,44.5402286609362,72.4092028220649,20.1149425287356,0.28952333333331,30.0222883867699,0.0085087052351109,80.49,76.575,71.63,66.7,61.875,57.185,52.485,47.76,43.07,38.435,33.86,29.355,24.99,20.955,16.935,13.205,9.78,6.795
LLMIC,Cote d'Ivoire,4050000,3537000,3140000,2848000,2467000,2053000,1684000,1390000,1146000,898000,718000,585000,463000,334000,207000,125000,55000,15000,2000,0,0,3362773,33699,0,33255,0,262211,245798,83394,12504,0,18478,0,20123,20064,12037,17935,0,0,0,0,0,36214,9339,6387,225353,1801835,318842,10287,0,25226,0,358269,758,41854,42984,43396,22708,40930,121529,72642,260780,105793,28497,252415,126449,0.76581,0.899046491338583,1.07800250263066,0.673614322493225,3.45995,3.24333661942257,2.41508247106279,2.17722329268293,4.09414,2.86477144671916,2.30143108733778,2.13167463414634,0.14841,0.134360847244094,0.0904942642932305,0.0981260569105691,1.84995,0.384340342257218,0.11308592599088,0.00885570460704607,1.56689,5.86259600524934,0.760629283584707,0.0382517750677507,6.89312,4.68037296272966,4.21670543581199,0.540760474254742,0.84816,0.456982007349081,0.212579649245879,0.176090636856369,0.19467,0.299385819422572,0.0111712548228692,0.00031680216802168,0.03533,5.61960836745407,0.0963589731673097,0.00532680216802168,0.08804,1.21146518635171,0.103059599263416,0.0105449864498645,0.00047,0.0120490824146982,0.00094291739740442,0.0053720596205962,5.99656106721712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0399945481493381,0.0399945481493381,0.0399945481493381,0.0399945481493381,0.0399945481493381,0.0399945481493381,0.0399945481493381,0.0399945481493381,0.0399945481493381,0.0399945481493381,0.0399945481493381,0.0399945481493381,0.0399945481493381,0.0399945481493381,0.0399945481493381,0.0399945481493381,0.0399945481493381,0.0399945481493381,0.0399945481493381,0.0399945481493381,0.0399945481493381,0.0399945481493381,0.0411202542862777,0.0411202542862777,0.0533878927558812,0.046339437284816,0.0321529815363382,0.0321529815363382,0.0321529815363382,0.0321529815363382,0.0321529815363382,0.0118007262650774,0.14351474034461,0.14351474034461,0.14351474034461,0.094226720507924,0.094226720507924,0.124492865053369,0.0467423889133796,0.10212585163929,0,0.0371930749221815,0.0295114097490878,0.0574621814446911,0.0574621814446911,604.677005140935,100.685588671474,0.31431871657754,6,70.2489504471989,9.32839037506279,21.8390804597701,0.708573333311887,3254.71526745965,0.0583115636378888,66.06,63.505,59.39,54.995,50.35,45.785,41.265,36.835,32.54,28.435,24.5,20.79,17.265,14.08,11.175,8.725,6.635,4.98
HIC,Croatia,187000,206000,209000,202000,240000,240000,264000,286000,286000,269000,287000,302000,291000,270000,198000,157000,135000,70000,26000,5000,0,95101,4969,397,4571,3776,59426,34085,16993,16198,3279,4571,7652,12819,13813,2385,34980,3876,8049,15701,7254,14310,31700,9639,29713,115871,226077,53960,14608,1987,33489,15403,112392,13614,20272,25738,44122,9142,73736,47700,113088,122330,100666,32893,40247,1590,0.38854,0.153338962722853,0.439750190669371,0.461930278745645,0.64033,1.41006089141005,1.26737384178499,1.98885045296167,1.71614,1.4661146191248,2.08145415821501,2.62496181184669,0.03248,0.0413037601296596,0.0779022352941176,0.588012473867596,0.52986,0.137158703403566,0.0956670750507099,0.0466831707317073,0.44879,2.46850987034036,0.467715460446248,0.203133867595819,1.97434,1.89576012965964,3.89819688843813,2.7291056097561,0.24293,0.177843679092382,0.348808900608519,0.997617944250871,1.74771,0.302439384116694,0.0262837768762678,1.8815331010453e-05,0.31722,9.03734696920584,0.245844941176471,0.000310452961672474,0.79036,1.85444743922204,0.27909845841785,0.000614634146341463,0.00423,0.016349205834684,0.00230146855983773,0.000310452961672474,7.46565171788836,4.36026228141363,0.40611493288256,0.187732374634391,0.281324899597892,0.203331128794974,4.97353961604289,1.11243746776793,0.888034337738482,0.988468421544344,1.75226005070555,0.441417376509144,1.20301970684079,0.817703112839009,1.19070490092454,0.202510141733891,2.42437479137911,0.825091996388759,0.936746236696094,0.921968469596593,0.276398977231392,0.300207602002809,1.65374160337555,3.62520519939035,1.81027646968877,7.08183438890491,16.8170989592312,3.21635364297084,0.587553073381979,0.159271489850168,1.86227231689071,0.728762847888314,9.00321777419363,1.24817399520037,2.56859485177608,2.84745679019073,8.49530044573673,12.8205339458775,8.15404349067976,3.46319708600323,7.57442662555492,6.81720289288238,6.89601765074638,2.77083133115628,2.29055390042253,0.0536378213241117,0.0819290482638636,0.0819290482638636,0.0819290482638636,0.0819290482638636,0.0819290482638636,0.0819290482638636,0.0819290482638636,0.0819290482638636,0.0819290482638636,0.0819290482638636,0.0819290482638636,0.0819290482638636,0.0819290482638636,0.0819290482638636,0.0819290482638636,0.0819290482638636,0.0819290482638636,0.0819290482638636,0.0819290482638636,0.0819290482638636,0.0819290482638636,0.0819290482638636,0.0842350633757202,0.0842350633757202,0.109365387151522,0.0949265879852377,0.0658655566324071,0.0658655566324071,0.0658655566324071,0.0658655566324071,0.0658655566324071,0.0241738515987251,0.29399072204455,0.29399072204455,0.29399072204455,0.193023946749278,0.193023946749278,0.255024307597608,0.0957520365764137,0.209205359608046,0,0.076190215201402,0.060454282534698,0.117711589573413,0.117711589573413,407.920984792733,189.984119993662,0.844271122994652,141.933,19.5402296384488,123.402819412604,20.1149425287356,0.30714333332886,65.111412963459,0.0175728263816499,77.895,73.95,68.985,64.02,59.095,54.195,49.3,44.42,39.59,34.815,30.195,25.76,21.595,17.73,14.075,10.68,7.825,5.645
UMIC,Cuba,587000,624000,607000,657000,709000,744000,825000,662000,663000,985000,1008000,918000,580000,562000,439000,346000,220000,118000,56000,19000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34633,0.18368281779661,0.554633825768255,0.506911894498015,0.73178,1.32157238347458,1.58293118550888,2.1584299886557,1.65861,1.4204874470339,2.19331719622216,2.64871692569484,0.03568,0.0429377118644068,0.0831608359176769,0.437957129892229,0.59577,0.151414433262712,0.0976111573160417,0.0363451503119682,0.50461,2.7936239088983,0.500857184945024,0.161932019285309,2.21992,2.13397628177966,4.14701086833944,2.15710888825865,0.27315,0.19361813029661,0.339912602199041,0.796436052183778,2.52961,0.359671546610169,0.0248728573442346,3.8252977878616e-05,0.45914,8.59491669491525,0.189503177332957,0.000640737379466818,1.14395,1.80347273305085,0.178827724837891,0.00126553601815088,0.00612,0.0167630667372881,0.00150205525796448,0.000643925127623369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.506367329675,471.683815849463,1.35273689839572,79.95,23.8505745242347,66.6739826855026,22.9885057471264,,,,77.125,73.23,68.295,63.36,58.48,53.615,48.79,43.99,39.26,34.59,30.03,25.635,21.58,17.76,14.275,11.175,8.39,5.935
HIC,Curacao,9000,10000,11000,11000,10000,10000,9000,9000,9000,11000,12000,13000,11000,9000,7000,5000,3000,2000,1000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.08860295256,490.05816641089,0.92791550802139,,,,,,,,,,,,,,,,,,,,,,,,,
HIC,Cyprus,65000,67000,68000,75000,93000,101000,97000,91000,86000,78000,75000,71000,63000,54000,44000,32000,22000,11000,4000,1000,0,19520,707,141,424,141,22773,1273,3112,1980,0,849,2263,1132,2970,566,6082,141,707,707,283,141,5799,2829,3678,45546,95476,8345,283,990,12447,2263,67753,6082,4809,6931,28289,3678,39464,18529,43424,39322,25743,21924,18105,31260,0.70625,0.170170904761905,0.417241377483444,0.301411904761905,0.75992,1.68959976190476,1.16624613245033,1.26033511904762,1.79412,1.64164695238095,2.11404344370861,1.6453830952381,0.03802,0.036821,0.0686934966887417,0.437732142857143,0.63413,0.152874761904762,0.115788490066225,0.0327439285714286,0.53711,2.97666809523809,0.591689072847682,0.150041666666667,2.36286,2.248111,4.35810372185431,1.99084095238095,0.29074,0.200701095238095,0.312585682119205,0.733765238095238,1.8844,0.334249333333333,0.0165067152317881,2.89285714285714e-05,0.34203,9.59096814285714,0.178356794701987,0.000501428571428571,0.85218,1.97856895238095,0.22428021192053,0.000986785714285714,0.00456,0.0175724761904762,0.00170735099337748,0.000501428571428571,7.61181986070688,1.76762134207741,0.154452350278609,0.0187214970034678,0.0409532746950857,0.00936074850173388,1.39319140200806,0.0674753954499984,0.233238650168202,0.176294096782655,0.0198915905661845,0.11115888845809,0.565545221979755,0.121299699334968,0.50899069978178,0.0756660503890155,0.442685397894498,0.0912672978919053,0.0514841167595363,0.100628046393639,0.0202816217537567,0.00663053018872816,0.614299120426286,1.15020197215055,0.661102862934955,5.08210637406635,9.16456281438504,0.780452406332062,2.46850738614474,0.0978978280806335,2.39830177238173,0.177854221532944,5.86957934177472,1.42205370988841,1.46768735883436,2.15297215539879,7.52253151470589,8.22458765233593,6.686304648551,1.58742693341904,7.1949053171452,4.93896492822734,3.25949063454125,1.46105682864563,1.43570480145343,0.771481689017901,0.0868126203604412,0.0868126203604412,0.0868126203604412,0.0868126203604412,0.0868126203604412,0.0868126203604412,0.0868126203604412,0.0868126203604412,0.0868126203604412,0.0868126203604412,0.0868126203604412,0.0868126203604412,0.0868126203604412,0.0868126203604412,0.0868126203604412,0.0868126203604412,0.0868126203604412,0.0868126203604412,0.0868126203604412,0.0868126203604412,0.0868126203604412,0.0868126203604412,0.0892560908839399,0.0892560908839399,0.115884366247977,0.100584908765616,0.0697916268274329,0.0697916268274329,0.0697916268274329,0.0697916268274329,0.0697916268274329,0.0256147904309954,0.311514725035596,0.311514725035596,0.311514725035596,0.204529589501043,0.204529589501043,0.270225626530566,0.101459560146187,0.221675533231275,0,0.0807317107621886,0.0640578011103591,0.124728063540413,0.124728063540413,426.349409269609,347.644327275183,1.10502673796791,130.02,25.2873561874606,2738.47945798109,20.1149425287356,,,,82.27,78.31,73.34,68.37,63.415,58.495,53.555,48.645,43.75,38.91,34.13,29.435,24.87,20.495,16.3,12.435,8.8,5.82
HIC,Czechia,556000,563000,562000,472000,490000,656000,721000,789000,938000,836000,677000,657000,656000,689000,595000,392000,226000,145000,56000,14000,0,159744,1503,17638,7917,2305,131683,60630,58225,47602,1804,31367,13028,103122,62234,49306,212357,51912,118856,142507,199128,27259,135391,36378,62635,406675,739291,208549,601,2305,87789,40186,209350,28361,22749,102721,94203,97911,322394,157840,309967,320289,349953,76966,106229,10924,0.49693,0.160367964934252,0.396040137071651,0.388821747756259,0.68852,1.40853088290545,1.28612264174455,1.69001838450638,1.80651,1.40222080150282,1.90243029906542,2.01160634388285,0.01666,0.018751246086412,0.0491066666666667,0.706805989607936,0.61638,0.147582748904195,0.100373280373832,0.0464566792631082,0.52207,2.44282390732624,0.455431052959502,0.221001058101086,2.29668,1.91196224170319,3.9234377741433,2.90432962683042,0.2826,0.186816092673763,0.335641285046729,1.07861667926311,2.15114,0.347574758922981,0.0156156806853583,2.27822390174776e-05,0.39045,9.05687174702567,0.155454862928349,0.000380788852149268,0.97281,1.88083961803381,0.188083736760125,0.00075181388757676,0.00521,0.0171398246712586,0.00149230373831776,0.000384043457723193,7.43426643306621,13.2368906419147,0.0726785436080076,2.82865997099455,1.08382223585782,0.20615282711625,13.6444984435185,3.40511412295768,3.97161988111895,4.57377405040355,0.283805567625186,5.40557030994767,2.54817053463665,11.6117099766725,6.99786600678926,5.13475292311935,17.6288301611621,9.14865347789619,12.1674383082151,13.7738275629427,31.809712837164,3.04890635599676,10.9603665269232,17.1084738964705,6.37332795145049,34.1906950870751,69.3737424558853,18.2865295291737,0.0408989522965214,0.489682050469161,13.7232565611166,2.12812724078048,12.8646549071619,6.79641103230167,8.02945917518733,18.722877135094,24.3431669445984,53.2004175767893,30.8198476538793,11.2731882431371,38.4582796837992,27.5214024200193,28.4808697333539,5.98644597026718,6.59163992654679,0.682570352516269,0.086575785903549,0.086575785903549,0.086575785903549,0.086575785903549,0.086575785903549,0.086575785903549,0.086575785903549,0.086575785903549,0.086575785903549,0.086575785903549,0.086575785903549,0.086575785903549,0.086575785903549,0.086575785903549,0.086575785903549,0.086575785903549,0.086575785903549,0.086575785903549,0.086575785903549,0.086575785903549,0.086575785903549,0.086575785903549,0.0890125903684498,0.0890125903684498,0.115568220843903,0.100310501978444,0.0696012275287287,0.0696012275287287,0.0696012275287287,0.0696012275287287,0.0696012275287287,0.0255449104417156,0.310664878315022,0.310664878315022,0.310664878315022,0.203971610096127,0.203971610096127,0.269488421050164,0.10118276721304,0.221070777790175,0,0.0805114657011254,0.0638830443241604,0.124387791549254,0.124387791549254,428.715418493036,307.28921275208,0.984701604278075,206.612,43.9655164267722,689.875952421401,20.1149425287356,0.479523333333308,27.4245381036577,0.0109484308129045,78.31,74.355,69.385,64.415,59.51,54.645,49.775,44.92,40.105,35.355,30.715,26.24,21.965,18.025,14.34,10.985,7.965,5.385
LLMIC,Democratic Republic of Congo,15503000,13298000,11124000,9110000,7461000,6230000,5164000,4272000,3507000,2878000,2339000,1856000,1431000,1064000,764000,461000,225000,81000,20000,3000,0,21586916,0,722659,0,0,14216,1330330,352,285566,5382,137951,989,19991,4805,53489,6192,72947,23968,66267,6248,0,2650,2226,139656,18012,313651,0,159122,130895,3818860,0,242168,504190,58383,294059,146563,0,1252694,1549885,45869,503077,0,698758,242012,0,0.43352,0.687337760944769,0.811952144971256,0.323720847975554,2.07122,2.12217665990695,1.63666401673402,1.32387575248281,2.12447,1.70123614636765,1.12570192896579,1.10179030557678,0.03165,0.0447665543361565,0.0280646650350048,0.118051245225363,2.08746,0.436989539544316,0.100964204849451,0.0083192666157372,1.76806,6.00408417332697,0.675522931868632,0.0378908326967151,7.77815,4.92499716390314,3.77084981843019,0.519912330022918,0.95705,0.499286058690206,0.192341597415903,0.177838441558442,0.10196,0.28172819456042,0.0115638835448802,0.000361711229946524,0.01851,4.89933662948825,0.0837738195116398,0.00605155080213904,0.04611,1.06570985446737,0.0788262322841368,0.0119811764705882,0.00025,0.0108556393892401,0.000874048608344243,0.00610032085561497,5.420019944286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754.737638651991,14.9682005957739,0.0377550802139037,12,46.9104130559095,0.554145952062729,22.7011494252874,,,,65.805,63.11,58.875,54.435,49.775,45.22,40.7,36.24,31.9,27.745,23.77,20.055,16.615,13.54,10.755,8.375,6.315,4.68
