"V1","V2","V3","V4"
0.0055596549705727,0.00520296097307279,0.012042312482798,0.000861884426530589
0.0240772781745498,0.00765719841485391,0.0092040747516885,0.0160540891967759
0.138505282197963,0.014429645580074,0.0143268873735835,0.0264503915942694
0.0235364919884653,0.0392792528871215,0.135797331653936,5.75453654866212e-23
0.316560979869861,0.0217471738716151,0.0259469924841043,0.519073020418662
0.0140909386005898,0.0299288368750744,4.17428170120051e-06,0.00573116902812247
3.02567226341243e-05,0.470437354715577,0.365819384205611,0.000905940799499039
0.252173621000514,0.0220125083377186,0.00665541255088383,0.0522114598524853
0.0336965223452009,0.0256944878466009,0.0936052646013997,0.00673533970702601
0.014302135395016,0.029377972922073,0.0272293696057995,0.0099311634402562
0.112245742404295,0.0215180322603296,0.0135992661196029,0.0296438968498581
0.0238621249498971,0.0563005501537928,0.0407826455811574,4.92949999272506e-23
0.192652712499027,0.039977499121851,0.0202127225524028,0.658612061349976
0.10610758002878,0.028433767111101,0.00629913381991607,0.0116836801840759
0.049768695692835,0.240274507404707,0.419857353110631,0.00157931505902074
0.155842837116839,0.0355927063212125,0.0162100230214503,0.0498655873690188
0.000848198397487056,0.00218124351064154,0.00321486405336123,0.00768348310793709
0.0319314992471448,0.0593958968577382,0.0320656492211706,0.0135745328083623
0.0434166604013187,0.0324295360173361,0.0275285630361985,0.0512322386560724
0.0083572860640119,0.0620603755961557,0.0444968107252982,0.0178223429867289
0.0371394577408467,0.0184757387006886,0.0318314674687556,0.51631653684121
0.620950950618424,0.257326671738478,0.235441955946928,0.0122635905292965
0.118807953544053,0.0991256709304831,0.2933904931004,0.000778556969365687
0.0201411507640923,0.0528679584821887,0.100912211510533,0.0978962110634023
0.102622853455697,0.0299848170553193,0.104460931017041,0.00878807827281554
0.028439959461248,0.0546817201564537,0.0417675352913495,0.0619579128486661
0.0232156275124487,0.00833510367622239,0.00402795627195065,0.0292864212845758
0.0197043166184221,0.112920775426435,0.0682824598604137,0.0980753552568961
0.0030649978284886,0.00377236657933634,0.00169124473863133,0.0267631745965296
0.171455752064474,0.0179410758577509,0.0283931271902252,0.000616288142788038
0.524077449155655,0.272828563095645,0.551766647880663,0.00669617862829491
0.0449428325518617,0.0696170321870087,0.0232501377170973,0.571834298846256
0.0577963177963807,0.0190490309157499,0.0466298479651006,0.0169884927264362
0.0118330511434194,0.0487915942102864,0.0260431210865481,0.0127171593200665
0.0326909216223311,0.082426939850075,0.0244836300703356,0.0206564156186327
0.00871805801583866,0.0826846428311531,0.0435964980762459,0.0141692312249135
0.0322496894582143,0.0292127476499529,0.0408893718321075,0.503701147401409
0.392963330033829,0.107560850908618,0.0736115499821765,0.0374494996612978
0.260845581322677,0.113672467637962,0.368363270056511,0.00330310270857028
0.0348449673891668,0.0821925656908164,0.11198044522161,0.112442362577044
0.150906659823756,0.0697034099169899,0.0862718427337326,0.0108885782909452
0.0300398258309328,0.0964133841129842,0.0466921715453103,0.100433156773655
0.0175210385555307,0.0258775025639938,0.0246244352320464,0.0143281991072109
0.00786507269696919,0.0186724662709838,0.0655881455019628,0.100953890509017
0.00872893977082888,0.0152049717209714,0.00490874433141831,0.000897441813881876
0.506968760041702,0.212867438650408,0.0927024171087081,0.0191350742569829
0.214461494876674,0.212722660186298,0.425893323935297,0.0101964296323326
0.00741447958801318,0.0532914763032414,0.0962769072580455,0.600381920400213
0.00102828479733024,0.00159641457599368,0.00242561251475072,0.00161675954509475
0.0476687938461133,0.0249058365698851,0.0154819631923256,0.00884889757766434
0.040784574017106,0.0797084033091835,0.0241981812249734,0.00685932671947176
0.016193672454673,0.0596775573816228,0.0282893980355997,0.00572867729262906
0.0787302665879028,0.147785784585712,0.303502119915373,0.595866657860716
0.608774237015905,0.123711670558695,0.0570588189236057,0.00713333950093755
0.00127387545646003,0.000186199541830035,0.0105799101018591,9.03514427580766e-05
0.0182219746643735,0.0978562608826836,0.181408084171809,0.101599324384123
