"V1","V2","V3","V4"
0.0683359873920129,0.00914106327555023,0.0120180310362341,0.00150524203322216
0.190092673340112,0.0322675609587723,0.0348344002174784,0.0368638223500524
0.0691692093494776,0.013110874586272,0.01097961433709,0.00801969726631583
0.590890300666063,0.149537203113574,0.547653997279287,0.272805076717197
0.0202355980514195,0.0745477123766157,0.00280630127203391,0.286781334768503
0.0120058104343411,0.00820635645490799,5.18352389525718e-06,0.00597585596006218
0.000654611931381664,0.225534342073503,0.0779366987510634,0.00431081936781971
0.011360812610287,0.015557717399589,0.00285497657336905,0.0136436101980813
0.136071439753323,0.0336750395768196,0.0462243077655337,0.00559636901646455
0.179949986667886,0.0932952430703306,0.242929721304097,0.0447234004739518
0.033702248263538,0.0129962167166187,0.00688682501507413,0.0128004714176816
0.385525227716182,0.293823829179861,0.338351138127814,0.279577838394265
0.0034277545011078,0.00661329906001349,0.00090011590391707,0.31141880468191
0.0489774304528367,0.00762164917255497,0.00440215380027725,0.014414909688932
0.0166944245553623,0.115313460904872,0.0375844061813512,0.00357932286750569
0.00451405941452055,0.0272788331939666,0.00849418713965647,0.016776062601977
0.0242356239972494,0.0244988071057588,0.0217814581604583,0.0226546714321046
0.214094914792062,0.18095051157419,0.157894344972897,0.153898957173224
0.143645785321582,0.15187125132097,0.211107977524185,0.186481948552584
0.44987383057805,0.604811884993411,0.624375837622668,0.586500912938829
0.00164334578741769,0.00532661788075323,0.00229642864001484,0.0376791864277292
0.154277449963783,0.0882631181750198,0.0885375511667155,0.0436891411397247
0.0279816997281268,0.00508246444072772,0.00467348878462088,0.00167144127850618
0.00590411508618471,0.0061965604646969,0.0109084607588385,0.0140416374062285
0.0267916073444933,0.0144935640868747,0.0166576757009284,0.00859588104609183
0.160991746309717,0.166154975736759,0.148935851296926,0.15279200584291
0.0117392440471771,0.0213220628313128,0.0104291831329534,0.0348104766999151
0.917485866059717,0.9207653996508,0.917421900344064,0.924181572255604
0.0946375380798731,0.0810880210700091,0.0928570280966796,0.0705790188608482
0.00704933345527279,2.60532219562529e-05,6.14626418771689e-06,6.70603570357615e-06
0.0173220629702163,0.0129150839980422,0.0243124235237821,0.0014297204995831
0.00203033066352862,0.00653036425560623,0.00188098257653594,0.0109394434476138
0.106010285896653,0.0395737268411494,0.0438639857147288,0.0295260090716703
0.190049285538666,0.173948187010871,0.113436475602268,0.113591850704669
0.0553067963828911,0.0776387863160249,0.114464094780904,0.0574183826717569
0.347276776342243,0.614359777020793,0.565505617638355,0.519316721615073
0.00127302107414701,0.00847944849883554,0.00200952375994393,0.0691885865893474
0.105331474687088,0.0441488604203656,0.0401110947496447,0.0269215751237342
0.0531141913943871,0.009246271087397,0.0341660932428867,0.00124353628640719
0.00404090176515664,0.0153823651650599,0.00706979527767002,0.00534393451188271
0.0350719598501521,0.0243904351693413,0.0210494621273177,0.0264930073849699
0.178934958414233,0.176529497987901,0.165379185624238,0.165822590691313
0.0238295414143798,0.0155506274946827,0.0223656456163617,0.0329487826248335
0.884150334999246,0.918968422101476,0.922329011759036,0.833347311390323
0.0833693582418896,0.0891910962735622,0.0876036199399033,0.0572267950991842
0.0206489670996597,0.009929930349851,0.00601973338469901,0.0146024295975831
0.00876362619162499,0.00606975125132901,0.0111120819784212,0.00694322815995471
0.00128484689085862,0.00239495763328988,0.00162682845747126,0.00387504315353362
0.0177362487368985,0.0129511354804988,0.0050222687428824,0.00637510014217605
0.0537855810415013,0.104643231148214,0.0661178509594919,0.0646222891376042
0.270794091572956,0.203167501994518,0.349588235737034,0.320685712997082
0.449409239171439,0.532208952594389,0.572347735849442,0.507882056581338
0.0213870889795965,0.0402291995581427,0.0248592939977592,0.062149248331568
0.219738080298983,0.087955646829121,0.067768108320806,0.03969155817053
4.16764683810719e-05,0.00295582466201568,0.0132973450612129,0.00153909709791228
0.0126610837419867,0.0187371517788792,0.0430712791180541,0.0444863114035545
