"V1","V2","V3","V4"
0.00706206292843434,0.0057978478250383,0.00658326386548215,0.00193330744931221
0.0104149651484652,0.00450028306403807,0.00603308013637622,0.0051319278636876
0.232766019256073,0.0309207176262546,0.00651140005920575,0.0226928816648825
0.00741745660490317,0.0056079959117351,0.00130314972345744,0.00624461382184329
0.291166945861853,0.042978684401905,0.00923659493358466,0.594526633608081
0.0089705200986805,0.0234575869600087,0.0149779786096373,0.00763655838162546
0.000808319490166264,0.535566866493292,0.495526487640252,0.00204433051881913
0.241083755213798,0.0211232314581362,0.0159357919459799,0.0254686139918617
0.00579334211594485,0.042945556945867,0.0608127467963065,0.00620031492983554
0.0143291563974694,0.0195776254698588,0.00612154554400935,0.00337289759763545
0.249511605712983,0.0303721782013629,0.0119637356056181,0.0258180860992032
0.0142534495366058,0.00408800339243319,0.00778869663955153,0.0102398081731958
0.242127455148693,0.0854943595498664,0.0188265600299402,0.728229080163706
0.0137857174516537,0.0359655637680023,0.050555091871547,0.0111466808404594
0.000267965673511043,0.431965596120329,0.483367824667023,0.00231040998992335
0.244364043480544,0.0755261525965285,0.0384066228469603,0.0280541202195906
0.00828800051230568,0.00158972135671777,0.00881350075103996,0.00654422798948211
0.011439088920038,0.008529252803781,0.00703757774224785,0.0037661727821153
0.0740843127822034,0.0170540967302032,0.0214241769101025,0.0553195871612752
0.0112264878932313,0.0125264058885876,2.29186183787413e-20,0.0063149465901505
0.027474405497053,0.0779585439439835,0.0207572467656828,0.585448299114637
0.628347260863718,0.0488288595064218,0.325230220041788,0.00688928442800009
0.0811237568970494,0.141372793172503,0.362880796229014,9.48262341666141e-05
0.0138080347774652,0.275976848596633,0.0414061230715381,0.0958170230219238
0.019454987987779,0.0150630892412654,0.064994582412121,0.00442953571833673
0.0132758319017345,0.0195178034414963,0.0261023042827218,0.00309440800713217
0.159482819284932,0.0112975145091206,0.00621643978030026,0.0469174282715256
0.00606011890951337,0.0100881879460213,0.00920840495995438,0.00497627604420966
0.00436064364490996,0.0176001219955968,4.72173940368922e-05,0.0126485669024886
0.103932170836152,0.0156542364786608,0.00961166224750134,0.0182736845656405
0.00083014707370196,0.343375937014945,0.796502196113075,0.00078228849921939
0.631367151181569,0.255800268247577,0.0125882708543888,0.824627856081605
0.0235717977647537,0.0124339682294203,0.0580004518921144,0.0136378381262864
0.0166924371273387,0.00341744280474111,0.0121206801758761,0.00657927743372117
0.19242094984213,0.016934126860175,0.0257222272897961,0.0199882644751105
0.0250550468648855,0.0156842807619949,0.00405255254139502,0.00179972704165049
0.131762620905839,0.0982846806388666,0.0293528390563416,0.586151715086724
0.169245654679269,0.0246861765508065,0.153945583643493,0.0301762495221963
0.0723084744302498,0.0863781891617055,0.448921478334738,0.00147045812734306
0.187181350204294,0.440710428274458,0.0675035477287307,0.0929746905241499
0.0346334617842663,0.0111979394204947,0.0958300347078778,0.00319904281328712
0.0160097140915896,0.00269788729247367,0.0247629726564518,0.026869709387669
0.125611817609047,0.0152943870751462,0.0147068068136914,0.0271067869461276
0.00152432598906939,0.00809406482364303,1.98730128804877e-22,0.00690681133420298
0.013678242838053,0.00793659481528888,0.0040660659514175,0.00853201292234608
0.41775828607721,0.0327662547893129,0.0885477931378571,8.47307175082559e-06
0.0777092785561877,0.0417054632721258,0.592081733642885,0.00099577578577354
0.177743248852502,0.599090506049938,0.0740350195410588,0.961448516759245
0.008356049643273,0.00357860462356959,0.00222355628434046,0.00267004933705685
0.0284967465623397,0.000499944610106325,0.00566838937501894,0.00593260695921535
0.0819063976753631,0.0231821493382203,0.0178933875107215,0.00710555770067175
0.023117006421845,0.00814321078482834,0.020983720564562,0.01097571935252
0.0967008861341033,0.253409142869102,0.384777557398139,0.676393866509315
0.539584082189107,5.95055477624261e-05,0.18585532158719,0.00619341338150484
0.00360203662082783,0.0207764939563824,0.0106456032902946,9.39313215030767e-05
0.0101580781872714,0.363352903540527,0.0269994545946671,0.0433596549482596
