-10,-9.322,-8.6441,-7.9661,-7.2881,-6.6102,-5.9322,-5.2542,-4.5763,-3.8983,-3.2203,-2.5424,-1.8644,-1.1864,-0.50847,0.16949,0.84746,1.5254,2.2034,2.8814,3.5593,4.2373,4.9153,5.5932,6.2712,6.9492,7.6271,8.3051,8.9831,9.661,10.339,11.017,11.695,12.373,13.051,13.729,14.407,15.085,15.763,16.441,17.119,17.797,18.475,19.153,19.831,20.508,21.186,21.864,22.542,23.22,23.898,24.576,25.254,25.932,26.61,27.288,27.966,28.644,29.322,30
0,0.00042373,0.00084746,0.0012712,0.0016949,0.0021186,0.0025424,0.0029661,0.0033898,0.0038136,0.0042373,0.004661,0.0050847,0.0055085,0.0059322,0.0063559,0.0067797,0.0072034,0.0076271,0.0080508,0.0084746,0.0088983,0.009322,0.0097458,0.010169,0.010593,0.011017,0.011441,0.011864,0.012288,0.012712,0.013136,0.013559,0.013983,0.014407,0.014831,0.015254,0.015678,0.016102,0.016525,0.016949,0.017373,0.017797,0.01822,0.018644,0.019068,0.019492,0.019915,0.020339,0.020763,0.021186,0.02161,0.022034,0.022458,0.022881,0.023305,0.023729,0.024153,0.024576,0.025
155.83,155.17,154.52,149.2,148.75,148.31,147.88,147.47,147.07,146.69,146.32,145.97,145.64,145.32,145.03,144.76,144.51,144.28,144.08,143.9,143.75,143.63,143.54,143.48,143.45,143.45,143.49,143.57,143.68,143.85,144.06,144.34,144.69,145.14,145.7,146.4,147.3,148.54,150.58,186.24,185.6,184.95,184.29,183.63,182.96,182.28,181.58,180.89,180.21,179.52,178.85,178.18,177.52,176.85,176.18,175.49,174.79,174.1,173.4,172.71
165.78,165.07,164.35,163.63,162.89,162.15,161.42,160.7,159.98,159.27,158.54,157.8,157.07,156.36,155.67,154.99,154.3,153.59,152.89,152.22,151.55,146.09,145.63,145.18,144.74,144.31,143.89,143.5,143.11,142.75,142.4,142.07,141.76,141.47,141.21,140.97,140.75,140.56,140.4,140.27,140.17,140.1,140.06,140.06,140.1,140.17,140.29,140.45,140.67,140.95,141.31,141.77,142.33,143.04,143.96,145.21,147.32,182.94,182.29,181.63
174.96,174.27,173.57,172.86,172.14,171.41,170.67,169.94,169.21,168.48,167.76,167.03,166.29,165.55,164.81,164.08,163.36,162.63,161.91,161.17,160.42,159.66,158.91,158.17,157.44,156.71,155.95,155.19,154.44,153.72,153.02,152.31,151.59,150.86,150.15,149.46,148.77,143.27,142.8,142.33,141.88,141.44,141.02,140.62,140.23,139.86,139.51,139.18,138.87,138.58,138.31,138.07,137.85,137.67,137.51,137.38,137.29,137.22,137.2,137.21
183,182.26,181.52,180.78,180.06,179.34,178.63,177.93,177.23,176.52,175.79,175.06,174.34,173.62,172.9,172.19,171.47,170.75,170.01,169.25,168.5,167.76,167.01,166.28,165.54,164.8,164.05,163.3,162.56,161.83,161.1,160.38,159.65,158.91,158.15,157.4,156.65,155.92,155.19,154.44,153.68,152.91,152.16,151.44,150.73,150.01,149.26,148.51,147.8,147.09,141.34,140.84,140.35,139.88,139.41,138.96,138.53,138.12,137.72,137.35
152.91,189.33,188.64,187.95,187.26,186.57,185.87,185.18,184.48,183.79,183.09,182.38,181.66,180.92,180.18,179.44,178.71,177.99,177.27,176.56,175.86,175.14,174.41,173.67,172.93,172.19,171.46,170.73,170,169.26,168.5,167.73,166.96,166.19,165.43,164.67,163.92,163.15,162.38,161.62,160.86,160.11,159.36,158.62,157.87,157.1,156.33,155.57,154.81,154.06,153.32,152.55,151.77,151,150.26,149.54,148.82,148.08,147.33,146.6
145.08,145.13,145.23,145.38,145.59,145.87,146.22,146.66,147.21,147.91,148.83,150.14,152.45,187.19,186.5,185.8,185.1,184.4,183.7,183,182.29,181.59,180.87,180.14,179.39,178.65,177.91,177.19,176.47,175.76,175.05,174.34,173.62,172.89,172.15,171.41,170.68,169.95,169.23,168.5,167.75,166.99,166.22,165.45,164.68,163.92,163.16,162.39,161.62,160.84,160.06,159.3,158.54,157.78,157.02,156.24,155.45,154.66,153.87,153.1
145.12,144.82,144.55,144.3,144.08,143.88,143.72,143.58,143.48,143.42,143.4,143.42,143.49,143.6,143.78,144.01,144.31,144.69,145.17,145.78,146.58,147.66,149.28,186.03,185.32,184.62,183.91,183.2,182.49,181.78,181.06,180.34,179.61,178.86,178.11,177.35,176.61,175.88,175.15,174.44,173.72,172.99,172.25,171.51,170.76,170.02,169.28,168.54,167.81,167.06,166.29,165.52,164.74,163.96,163.19,162.43,161.66,160.88,160.1,159.33
152.31,151.64,150.97,150.31,145.79,145.38,144.99,144.61,144.26,143.92,143.6,143.31,143.04,142.79,142.57,142.38,142.22,142.09,141.99,141.94,141.92,141.94,142.01,142.13,142.31,142.54,142.85,143.23,143.73,144.35,145.17,146.29,148,184.62,183.92,183.21,182.51,181.8,181.09,180.38,179.66,178.93,178.18,177.42,176.67,175.93,175.2,174.47,173.75,173.03,172.31,171.57,170.81,170.06,169.32,168.57,167.83,167.09,166.33,165.56
148.71,149.54,150.69,152.43,188.64,187.92,187.19,186.46,185.74,185.01,184.28,183.56,182.82,182.08,181.33,180.56,179.79,179.02,178.26,177.5,176.76,176.02,175.28,174.53,173.76,172.99,172.22,171.45,170.69,169.92,169.15,168.36,167.55,166.74,165.93,165.13,164.33,163.53,162.72,161.91,161.1,160.3,159.51,158.72,157.94,157.13,156.31,155.5,154.7,153.91,153.12,152.31,151.48,150.68,149.9,149.14,148.39,147.6,146.81,146.05
186.84,186.12,185.39,184.67,183.94,183.2,182.46,181.69,180.92,180.15,179.38,178.62,177.87,177.13,176.39,175.64,174.88,174.1,173.33,172.55,171.79,171.03,170.26,169.48,168.68,167.87,167.07,166.27,165.48,164.69,163.89,163.09,162.29,161.49,160.71,159.94,159.16,158.38,157.58,156.78,155.98,155.2,154.42,153.64,152.84,152.03,151.25,150.49,149.75,148.99,148.21,147.44,146.7,145.97,140.26,139.74,139.24,138.75,138.28,137.82
184.08,183.33,182.59,181.81,181.04,180.26,179.49,178.74,177.99,177.24,176.5,175.74,174.97,174.19,173.42,172.65,171.89,171.12,170.36,169.57,168.77,167.97,167.17,166.38,165.59,164.8,164.01,163.21,162.42,161.63,160.86,160.09,159.32,158.54,157.74,156.94,156.15,155.38,154.61,153.82,153.02,152.22,151.45,150.7,149.96,149.19,148.41,147.66,146.92,146.19,140.62,140.12,139.62,139.14,138.68,138.23,137.81,137.41,137.03,136.67
182.01,181.27,180.46,179.71,178.96,178.2,177.45,176.68,175.92,175.16,174.39,173.62,172.86,172.1,171.34,170.58,169.8,169,168.19,167.4,166.61,165.82,165.03,164.23,163.43,162.63,161.85,161.07,160.3,159.53,158.74,157.94,157.14,156.36,155.58,154.82,154.04,153.23,152.44,151.68,150.94,150.2,149.43,148.66,147.91,147.18,146.45,140.95,140.45,139.96,139.49,139.03,138.59,138.18,137.78,137.41,137.06,136.74,136.44,136.18
180.46,179.55,178.92,178.14,177.38,176.55,175.81,175.07,174.34,173.59,172.83,172.07,171.3,170.52,169.72,168.91,168.1,167.31,166.52,165.74,164.95,164.16,163.37,162.58,161.81,161.04,160.2,159.44,158.67,157.88,157.1,156.33,155.57,154.81,154.02,153.22,152.44,151.69,150.96,150.22,149.45,148.68,147.93,147.2,141.57,141.06,140.56,140.08,139.61,139.16,138.73,138.32,137.94,137.57,137.24,136.93,136.65,136.4,136.19,136
179.16,178.45,177.67,176.92,176.19,175.43,174.69,173.91,173.13,172.34,171.55,170.77,169.99,169.2,168.4,167.62,166.83,166.06,165.28,164.49,163.7,162.91,162.13,161.35,160.59,159.82,159.03,158.31,157.51,156.72,155.94,155.17,154.38,153.57,152.76,151.99,151.24,150.49,149.72,148.94,148.19,147.45,141.83,141.32,140.82,140.33,139.87,139.42,138.99,138.59,138.21,137.85,137.51,137.21,136.92,136.67,136.45,136.27,136.12,136
178.16,177.34,176.66,175.92,175.09,174.27,173.6,172.81,172.04,171.29,170.53,169.75,168.96,168.15,167.35,166.55,165.75,164.95,164.14,163.34,162.54,161.76,160.99,160.22,159.45,158.66,157.87,157.07,156.38,155.61,154.84,154.05,153.25,152.47,151.72,150.99,150.24,149.47,148.71,147.97,147.24,141.74,141.23,140.75,140.27,139.81,139.38,138.96,138.56,138.19,137.84,137.52,137.23,136.96,136.73,136.53,136.37,136.24,136.15,136.1
177.32,176.57,175.81,175,174.23,173.5,172.77,171.98,171.21,170.43,169.63,168.82,168.01,167.21,166.42,165.64,164.86,164.08,163.29,162.52,161.76,161,160.25,159.49,158.71,157.93,157.15,156.38,155.62,154.77,153.97,153.17,152.39,151.63,150.9,150.14,149.37,148.61,147.87,147.14,141.71,141.21,140.73,140.26,139.81,139.38,138.97,138.58,138.22,137.88,137.57,137.29,137.03,136.81,136.62,136.47,136.35,136.27,136.23,136.23
176.59,175.87,175.06,174.31,173.55,172.75,171.95,171.22,170.45,169.66,168.87,168.07,167.28,166.5,165.72,164.94,164.15,163.35,162.56,161.77,160.99,160.22,159.44,158.64,157.83,157.04,156.25,155.48,154.71,154,153.2,152.42,151.67,150.94,150.19,149.42,148.66,147.92,147.2,141.78,141.28,140.8,140.33,139.88,139.45,139.04,138.66,138.3,137.96,137.65,137.37,137.12,136.9,136.71,136.56,136.45,136.37,136.34,136.34,136.4
