0.6,0.59661,0.59322,0.58983,0.58644,0.58305,0.57966,0.57627,0.57288,0.56949,0.5661,0.56271,0.55932,0.55593,0.55254,0.54915,0.54576,0.54237,0.53898,0.53559,0.5322,0.52881,0.52542,0.52203,0.51864,0.51525,0.51186,0.50847,0.50508,0.50169,0.49831,0.49492,0.49153,0.48814,0.48475,0.48136,0.47797,0.47458,0.47119,0.4678,0.46441,0.46102,0.45763,0.45424,0.45085,0.44746,0.44407,0.44068,0.43729,0.4339,0.43051,0.42712,0.42373,0.42034,0.41695,0.41356,0.41017,0.40678,0.40339,0.4
12,16.068,20.136,24.203,28.271,32.339,36.407,40.475,44.542,48.61,52.678,56.746,60.814,64.881,68.949,73.017,77.085,81.153,85.22,89.288,93.356,97.424,101.49,105.56,109.63,113.69,117.76,121.83,125.9,129.97,134.03,138.1,142.17,146.24,150.31,154.37,158.44,162.51,166.58,170.64,174.71,178.78,182.85,186.92,190.98,195.05,199.12,203.19,207.25,211.32,215.39,219.46,223.53,227.59,231.66,235.73,239.8,243.86,247.93,252
274.81,273.86,273.83,274.63,276.09,277.7,279.19,280.15,281.05,283.84,287.77,291.51,295.09,298.19,301.2,303.41,304.54,304.76,304.98,305.21,305.49,305.83,306.54,306.47,306.4,306.33,306.26,306.19,306.13,306.07,306.01,305.95,305.9,305.84,305.79,305.74,305.69,305.65,305.61,305.56,305.53,305.49,305.46,305.42,305.4,305.37,305.34,305.31,305.3,305.28,305.26,305.25,305.23,305.22,305.21,305.2,305.2,305.2,305.2,305.2
274.82,273.86,273.83,274.63,276.08,277.7,279.19,280.14,281.05,283.84,287.77,291.51,295.08,298.19,301.21,303.41,304.53,304.76,304.99,305.22,305.48,305.83,306.54,306.47,306.4,306.33,306.26,306.19,306.13,306.07,306.01,305.95,305.9,305.84,305.79,305.74,305.69,305.65,305.61,305.56,305.53,305.49,305.46,305.43,305.39,305.37,305.35,305.32,305.3,305.28,305.26,305.24,305.23,305.22,305.21,305.2,305.2,305.2,305.2,305.2
274.83,273.86,273.83,274.63,276.08,277.7,279.18,280.14,281.05,283.84,287.77,291.51,295.08,298.19,301.2,303.41,304.54,304.76,304.98,305.22,305.49,305.83,306.55,306.47,306.4,306.33,306.26,306.19,306.13,306.07,306.01,305.95,305.89,305.84,305.79,305.74,305.7,305.65,305.61,305.56,305.53,305.49,305.46,305.43,305.39,305.37,305.35,305.32,305.29,305.28,305.26,305.24,305.23,305.22,305.21,305.2,305.2,305.2,305.2,305.2
274.82,273.86,273.82,274.63,276.08,277.7,279.19,280.15,281.05,283.85,287.77,291.51,295.08,298.19,301.2,303.41,304.54,304.76,304.99,305.22,305.48,305.83,306.55,306.47,306.39,306.33,306.26,306.19,306.13,306.07,306.01,305.95,305.89,305.84,305.79,305.74,305.69,305.65,305.61,305.56,305.53,305.49,305.46,305.43,305.39,305.37,305.34,305.32,305.3,305.28,305.26,305.24,305.23,305.22,305.21,305.2,305.2,305.2,305.2,305.2
274.82,273.86,273.82,274.63,276.09,277.7,279.18,280.15,281.05,283.84,287.77,291.51,295.08,298.19,301.2,303.41,304.53,304.75,304.99,305.22,305.48,305.83,306.55,306.47,306.39,306.33,306.26,306.19,306.13,306.06,306.01,305.95,305.89,305.84,305.79,305.74,305.69,305.65,305.61,305.56,305.53,305.49,305.46,305.43,305.39,305.37,305.34,305.32,305.3,305.28,305.26,305.24,305.23,305.22,305.21,305.2,305.2,305.2,305.2,305.2
274.82,273.86,273.82,274.63,276.08,277.7,279.19,280.15,281.05,283.85,287.77,291.51,295.08,298.19,301.21,303.41,304.54,304.76,304.98,305.22,305.48,305.83,306.54,306.47,306.4,306.33,306.26,306.19,306.13,306.07,306.01,305.95,305.9,305.84,305.79,305.74,305.69,305.65,305.6,305.57,305.53,305.49,305.46,305.43,305.39,305.37,305.35,305.32,305.3,305.28,305.26,305.24,305.23,305.22,305.21,305.2,305.2,305.2,305.2,305.2
274.82,273.85,273.82,274.63,276.08,277.7,279.19,280.14,281.05,283.85,287.77,291.51,295.09,298.19,301.2,303.41,304.54,304.75,304.98,305.22,305.48,305.83,306.54,306.47,306.4,306.33,306.26,306.19,306.13,306.07,306.01,305.95,305.89,305.84,305.79,305.74,305.69,305.65,305.61,305.56,305.52,305.49,305.46,305.43,305.39,305.37,305.34,305.32,305.3,305.28,305.26,305.24,305.23,305.22,305.21,305.2,305.2,305.2,305.2,305.2
274.82,273.86,273.83,274.63,276.09,277.7,279.19,280.14,281.05,283.84,287.77,291.51,295.08,298.19,301.21,303.41,304.53,304.76,304.98,305.22,305.48,305.83,306.54,306.46,306.39,306.33,306.26,306.19,306.13,306.07,306.01,305.95,305.9,305.84,305.79,305.74,305.69,305.65,305.61,305.57,305.53,305.49,305.45,305.43,305.39,305.36,305.35,305.31,305.29,305.27,305.26,305.24,305.23,305.22,305.21,305.2,305.2,305.2,305.2,305.2
