country,tdur,vlyl_1,vlyl_2,vlyl_3,vlyl_4,gdpl_1,gdpl_2,gdpl_3,gdpl_4,gdpl_5,gdpl_6,gdpl_7,gdpl_8,gdpl_9,gdpl_10,vsyl
1,1908.51473524498,66.8689612837209,966.900747106743,28264.1712090631,5574.69994703782,1279.13994329303,1516.97291465848,3685.47122858211,369.841807272611,900.635364227135,2352.31357321517,1176.68474422882,228.479055249478,2581.67190439642,2342.65473124553,15886.4052007593
2,1909.14227601138,61.1672277115586,1397.55188081419,138319.923809422,17697.4945782275,69.556699787711,119.541497008904,5019.46653355413,1842.23016141536,2450.47827939999,7299.80299210161,4657.77332298408,1933.93746801668,4740.88054390445,5176.33489883207,40465.9373702201
3,320.238718771234,80.5393202788084,2674.33307521115,63012.1902450281,17592.6158806727,104.649612226431,238.651438837775,3310.99860679903,146.093669704729,3.58163875846246,1280.94233873761,6181.74838248317,4850.86815960859,2025.57956436306,343.595711585299,15799.2328305681
4,450.221607202022,223.358695221407,4388.88504282968,58630.4631566957,12236.311491572,951.538832967658,7430.23949115322,902.278437708609,202.432211415517,1475.47322658621,1911.14686086038,1191.75274145978,107.424703809239,5610.01864304415,3517.40544671261,22030.6145481795
5,1606.58721186097,99.5645905340756,2904.01115740206,361305.317435486,41501.1272992553,5212.68806318158,0,9878.91613266872,1385.81350605133,12217.6429210902,18874.3000872601,10413.4722412783,4876.86842802808,12320.5011887781,6922.81065872856,90683.5001698555
6,1754.58910290879,51.2529452591729,1402.47641205673,73222.7485880761,9359.42487461873,2638.39305426857,67.8667924532569,1710.23689593719,33.6487293891192,13002.0445520831,7497.08469605275,7404.06679751664,242.512714526984,3174.53054404489,5347.19037021571,52441.7254719702
7,1120.79489656387,48.012378996199,1451.60261419759,80842.1985220232,6255.86210867895,905.757835515092,162.956727963237,9374.31722817728,908.620924860964,5312.0801314235,7534.49305456549,1511.73356510692,826.973288140395,2238.73868841876,3645.51791152715,57859.3581435248
8,1338.27756343438,76.3506183616599,659.207114334646,10380.3697688178,2011.31582443462,407.707224515195,9.72597059690182,1161.79703626896,37.9578743986028,11600.7663168613,4547.56877061485,1316.81421730782,98.9908748586195,766.400083088625,588.98418051652,32774.9483921364
9,1233.81223307232,105.280922200468,2048.71502676693,48479.7548615161,9924.78956596083,4881.50444698025,1821.96912121487,15415.9117088077,756.586216043155,3654.96547808304,9548.13704312305,2470.19740127723,465.770064340107,2044.89103232971,2175.99142999973,83033.7122341785
10,967.635662317078,98.1274932216663,2857.71106028908,85951.805019373,9201.24312012823,2046.49130729307,658.562695370786,6254.46084619813,147.631814669417,1112.18635277751,6182.10216335627,3300.840432912,6300.82991280068,1144.70475582418,3174.65883323269,18561.8304897102
11,958.354255779443,937.185707502123,27467.9792614419,1023052.43840983,140250.392358891,122048.329070286,21607.5680828195,28259.1490404502,2502.29444050441,20672.3850541637,32228.0096038453,26011.9681723385,21656.5118928331,82773.0560197719,13127.8869542769,888933.36865156
12,990.386967881176,46.088987731622,1696.60270471031,189231.654698766,12050.5862901951,9925.34901558013,2048.35298895469,6914.78039095833,145.614938219115,898.806027032207,5729.70926475989,2098.06830183997,891.980937124481,2829.42604831452,8868.70316258839,22333.5518331099
13,1842.50894407343,79.0001552188418,1082.54052360246,17412.3904265531,3467.02141818676,2520.79309050821,1534.43942649705,9082.74020559429,107.47637758773,1838.96805314031,3832.03000176102,2055.9360619946,1443.88183077969,712.62415021538,1948.61991620149,50085.250922483
14,1477.25789034062,64.7437894317145,708.037256260075,12409.7486352667,3104.48964753113,1604.74276487681,63.4812059803957,3010.32820985161,378.925934105668,1108.93286261584,5476.74385769302,787.706128167309,389.694060976678,631.577153709982,1360.74279515455,30996.4187442007
15,1755.08684997917,427.316052309452,14823.4548468712,1753960.6757901,95965.9212666227,52153.1962928486,32217.0741768856,27024.4292887035,4034.8470352764,21313.1267218728,14427.2068444536,28346.8736347114,69130.7786996084,40812.2247196861,33429.2292060242,321384.42730771
16,1433.22535765526,392.678719854147,5093.60686396974,68499.1820619152,14143.2172543693,9682.8927262973,42215.3917875097,4778.83495614331,120.139124627223,4811.20591963064,12393.7917541742,3816.20798952886,110.276412225673,9108.08558622575,3330.25686932257,212741.028716022
17,2756.26531227297,68.3805127975264,2892.25829985013,222008.010573518,18209.0666247132,9308.55084144299,3117.95312907995,12191.1057996641,354.130318450734,1366.55211608943,7581.74703779282,1573.36660263033,1144.79314990894,5385.43511357848,12491.3124888716,23466.4945439571
18,1321.59102571155,86.0214041699663,2910.41768364307,277851.008350187,31127.5060764343,13918.0870050828,4516.26943460319,5931.76163291038,1150.00291938656,3901.94148506346,44518.4994188609,5514.59355408344,2281.74333359911,3846.94170036989,5049.36117891285,112157.788609647
19,3068.93423068292,122.988466999647,3184.44409731448,71369.1503633331,7820.1190451709,2826.51345033742,1325.89689846957,9766.83274581822,427.732548624493,18228.7313110425,11941.3949229355,6178.0536109107,1422.96453995181,4223.19497951292,2591.45198122926,101968.597489136
20,971.619063767531,67.7201326012229,2130.09174276553,74712.3874141111,8070.37526720716,3297.85718165702,1295.17924100502,2953.6209922319,101.986366441511,1727.35534180015,5515.55890251999,3500.46727752726,809.710201320981,3637.08166112195,2872.69109555767,32433.9710501892
21,1577.81397651506,214.880868730404,2777.27578700275,83738.5765350783,33817.6336646955,3325.23112839881,38817.7960407385,8112.86142105497,844.834574004965,2049.99962951322,5706.99460037481,11345.5029637335,2546.80598898457,2906.89360341004,14244.1954947519,311139.541528657
22,163.600180345755,117.559190281296,3685.54652515861,225411.548044554,18003.0615886704,12738.5938101073,1497.19353277598,10582.3705856383,1240.25488134012,858.55785632362,8765.98166238013,1127.64073243744,834.782357266496,2512.66421537797,2654.03455691568,4151.75052967932
23,774.165848710346,74.6584404457016,2200.3383217153,130233.757703588,13283.1492872539,3774.93966665463,177.951273995181,6659.87430161436,1392.70513019166,2178.62758471002,12274.7145729211,1445.42997014345,1034.84276098485,1960.63578381787,5909.19107064857,44423.3336305921
24,3539.17831294323,235.098771435384,7921.24230309825,168013.79174902,22248.6675619099,15645.9691282518,2814.86262715695,6966.59909905042,1995.6163267959,6735.10921078714,4863.41379683414,11886.3343616222,8231.27295292739,14475.3047426065,9462.17848070134,33226.7730089714
25,884.474763864582,64.3935858773627,2130.82447766254,65070.309561834,4559.56439383152,3855.65579358255,2266.4477210704,7269.31060617068,32.5173507209389,522.274730978082,6173.67630859135,1774.20749531265,474.742188904924,1897.8484109292,3536.23109935628,30998.5590330494
26,1306.41919382818,212.558529549212,6232.54761988499,842391.087320562,85423.2983060419,32258.411377102,2631.60478508887,28445.6398182387,554.519630846906,16012.0673251156,20803.0227655586,10103.7005517879,5503.31192143199,36601.3512004457,31140.3253687273,282644.129339459
