res1,res2
54.34386408,
59.03552042,
54.4370674,
66.18230224,
54.65699692,
62.70759741,
55.67101637,
47.48116626,
52.29868857,
51.81624921,
56.54745473,
50.46208158,
53.61472304,
49.71685915,
56.84030988,
65.40752604,
58.54552628,
56.64605329,
61.08959568,
52.68811898,
55.04821962,
58.0234573,
63.89594157,
56.55453057,
45.40350502,
62.45864168,
57.32382261,
56.50623753,
53.01171511,
59.40812175,
59.15837261,
57.62096014,
53.30739035,
59.23491082,
51.73431842,
62.94325097,
59.11489635,
58.81056938,
56.26421827,
46.09396212,
62.9813707,
54.94810871,
62.66211873,
53.28099723,
59.49111108,
58.33227856,
55.47635771,
62.19826315,
57.14403069,
55.90502388,
53.51989929,
58.68056065,
57.37545003,
54.77552988,
58.76453771,
57.88355011,
55.22309197,
59.47028119,
57.90594105,
44.31065989,
52.15891463,
52.3062104,
54.90515942,
56.9646509,
47.60172242,
60.31708466,
49.99842962,
61.4779705,
64.13626705,
63.53551842,
61.70002642,
59.87948214,
63.38103043,
63.56919016,
55.13610537,
56.22409943,
50.01079499,
55.70404136,
63.30622402,
52.85115334,
55.87087969,
60.26605859,
56.06941791,
54.87110988,
59.63921681,
63.84522586,
59.14298846,
53.81944531,
55.39208797,
60.98489326,
57.19383904,
56.56934097,
58.90817202,
58.19105933,
63.78190293,
52.01874805,
39.63169307,
59.15981544,
53.81646399,
56.52179773,
57.30507938,
56.06393624,
57.54245234,
45.36502609,
58.38652211,
54.33270475,
52.2585125,
57.2147943,
62.95793291,
59.49039338,
61.97840321,
63.56241067,
58.00715737,
49.25989748,
55.83229748,
60.98150202,
46.88024395,
51.77546963,
56.25353754,
45.01290787,
62.10374592,
60.60001691,
57.4798267,
56.97200531,
51.76267563,
48.64523014,
49.33912724,
59.74115337,
58.81121749,
55.0542969,
54.43190816,
61.02532773,
59.76693148,
66.02993839,
55.07120121,
45.83568514,
58.1894757,
55.12822838,
64.83049643,
63.2086063,
61.05323698,
50.88345196,
49.02362575,
55.73330556,
56.49170111,
51.64556133,
44.23496155,
62.24857792,
50.62633352,
60.49273114,
56.35939206,
62.06595045,
64.00404588,
54.92707654,
52.27376985,
59.86350856,
38.54823828,
64.65064425,
49.70069955,
51.3342023,
62.98791227,
63.80652292,
55.06502477,
54.24882194,
58.97497707,
59.30462081,
59.96297323,
62.43779646,
61.22717341,
57.49575027,
51.46223847,
60.21707248,
56.00421209,
63.51109363,
54.53032002,
52.77927027,
49.59468821,
57.08917326,
52.08902681,
59.66892149,
51.91742461,
50.5191796,
53.71806219,
45.90694515,
61.88450418,
61.22969018,
58.17682935,
63.50080814,
59.29585845,
57.7535989,
53.74900328,
55.84009194,
58.55735374,
58.16165691,
53.83820639,
60.4324687,
56.09747965,
62.19611761,
57.70772938,
52.75865013,
56.364297,
61.61103903,
55.4884058,
56.16257632,
61.88153196,
49.78370635,
43.22414734,
62.59182758,
54.02246483,
60.60350416,
63.81126107,
54.52119286,
63.99969044,
61.01476447,
54.16285333,
57.11568989,
61.33689838,
58.36868433,
53.77875107,
63.60360322,
59.64097706,
64.59147011,
54.33147046,
54.52676816,
51.70576706,
62.21544304,
63.76513949,
52.74106632,
54.44435252,
59.27240159,
58.89555482,
54.04461234,
51.57110307,
62.63561568,
52.65067036,
58.3655621,
71.1907896,
61.01179996,
54.07741709,
51.82070564,
52.98127644,
56.24965156,
53.69052817,
59.78428769,
52.42774647,
59.03912313,
56.33897912,
51.62568231,
55.23648308,
56.63262558,
56.55627013,
57.7706725,
50.86262735,
63.03462313,
57.00749141,
56.33257318,
64.63380431,
55.9624339,
57.78063014,
55.0858704,
63.40284595,
60.17213728,
55.5882324,
53.27381104,
46.53413909,
45.45734871,
41.97362766,
56.04955038,
51.98121374,
59.28171323,
52.85009378,
55.4067531,
59.42754911,
66.90547244,
57.82658647,
51.3913495,
54.07102914,
61.62452958,
59.94673004,
56.3778527,
54.22206998,
56.5179504,
62.62555666,
54.61255163,
57.09887921,
57.35396329,
62.47272927,
52.89950759,
47.4105192,
54.64625094,
57.47303692,
50.31489019,
52.95210356,
53.96945274,
52.45381604,
43.66524402,
54.61691637,
47.29289811,
48.98647852,
56.32085822,
53.75845887,
57.57341807,
54.49818408,
50.39314148,
57.02466861,
57.77167048,
46.23244883,
57.85896351,
54.17231249,
56.82295267,
57.22829469,
57.30346024,
65.45483183,
55.79897551,
56.5963497,
56.6893694,
55.29790402,
66.13952427,
56.85989992,
58.04955398,
52.03711016,
58.05053772,
63.50848643,
52.92999364,
52.62903704,
63.64082617,
58.33495168,
53.76139076,
54.5905399,
56.12941263,
57.05756732,
58.31770864,
50.54252247,
60.08376615,
54.54738759,
44.92759,
56.53547287,
59.71544231,
61.43180893,
64.88858081,
49.89526736,
59.01157732,
56.05668342,
50.8434042,
54.58084738,
52.53329796,
58.94500709,
55.81293092,
49.35568155,
50.85491177,
58.48493742,
54.4944627,
56.61585151,
54.94609778,
50.28867861,
59.72243086,
50.06851504,
51.83561918,
64.09244706,
58.6951667,
53.15709561,
61.97040904,
52.02371772,
60.31771923,
53.5262646,
58.62427975,
60.273321,
53.8694513,
52.72342856,
59.49202316,
53.56167568,
55.97535816,
61.61290131,
50.7681278,
59.74345487,
58.74730618,
45.89020464,
48.9756326,
53.52584914,
56.16388393,
63.43473714,
52.84529109,
58.10187505,
63.38348702,
57.9480439,
48.83740094,
56.9832343,
50.94872584,
55.9569141,
59.83900664,
57.77160139,
50.63615715,
54.17473153,
64.11546846,
54.51304102,
53.2947037,
67.48717,
57.24140948,
57.23053363,
56.24064908,
51.97296181,
51.22272799,
52.42723755,
59.51619,
59.91134913,
55.53652255,
65.46437637,
57.86542571,
53.53103486,
60.17964327,
63.49742331,
54.30201678,
57.82103445,
55.64343458,
52.82171587,
60.48743595,
52.16449226,
56.22321842,
50.95435945,
47.33014818,
59.89154786,
51.31913643,
49.31828663,
60.29482128,
60.57611984,
60.7500729,
56.55779592,
49.42796284,
54.80544125,
58.84322528,
52.73724224,
53.17965552,
57.31291583,
55.73353522,
52.12437235,
62.13245781,
52.85176004,
56.64509324,
55.82920031,
54.56107054,
57.47981396,
53.71529058,
52.12490253,
58.78002821,
62.29994107,
54.60540328,
56.86535133,
49.24768423,
60.35153017,
52.4778825,
65.75658172,
52.51279905,
63.38900379,
49.54404917,
52.84997665,
52.5375325,
57.35553151,
57.16176225,
59.5701332,
49.62933567,
56.33273096,
45.57045148,
55.19404085,
63.95038191,
47.15213828,
58.727262,
51.97255755,
52.34260097,
55.12055371,
60.07642801,
56.90380477,
57.67510918,
53.1960289,
56.08839899,
53.75524361,
55.19495354,
57.23684862,
61.54298198,
54.82908876,
61.87443341,
61.20394515,
53.46562487,
57.60611291,
61.61832047,
54.80698626,
59.21596087,
56.15697432,
54.44597315,
57.53630919,
54.24429765,
59.78946256,
54.09807171,
55.34483092,
51.08856071,
56.18968758,
60.70590921,
46.08693367,
55.91336704,
52.66151245,
57.48132731,
49.07096072,
55.75274516,
55.72636605,
56.8983115,
59.01495152,
60.54645497,
54.66468828,
63.10764126,
58.72157164,
55.83075751,
56.1672035,
59.617527,
63.4501932,
54.96833631,
56.11269178,
43.04457572,
50.80276862,
50.23760205,
56.67472883,
49.3038868,
58.83081385,
60.72242614,
55.18165709,
61.80723597,
58.45800191,
56.06814075,
54.29848561,
58.33358173,
53.77834065,
56.69565805,
53.64727203,
62.98006998,
55.50166136,
47.57757195,
55.11903544,
56.30682465,
65.3227941,
55.68199282,
54.01854756,
55.50674274,
60.98992152,
53.84522404,
52.77673452,
50.69342641,
58.76017923,
54.68181942,
52.09615942,
59.54618803,
59.22444846,
53.31620384,
47.59405447,
62.90538218,
57.67409986,
54.18010349,
51.22748753,
54.35978497,
41.70477051,
56.23100818,
55.04570779,
55.61711416,
65.10917104,
57.9365685,
52.47856601,
62.34759941,
60.2811759,
59.15892483,
51.94229498,
50.01846532,
51.57177209,
66.60213063,
55.86294739,
63.76324372,
61.68559231,
51.06228801,
62.5409489,
67.39346267,
53.31396096,
59.76392575,
52.98894713,
60.05251239,
66.14737147,
55.08975534,
61.17342483,
54.96247914,
62.67922359,
60.95451387,
58.32314535,
52.54026467,
60.09152811,
61.22532558,
60.65917733,
60.76370162,
57.27181391,
55.90128597,
52.74690906,
51.78514683,
57.06231098,
59.84668604,
51.6517571,
57.03630348,
52.03293343,
59.4891371,
56.64979241,
51.43618388,
55.69092909,
61.2735945,
54.45104247,
49.8165086,
55.48204685,
55.53972979,
55.75062457,
54.45366672,
62.15666744,
56.30700449,
58.66274669,
47.94358727,
53.1442351,
57.58705998,
56.91134616,
61.51531677,
57.0709194,
