"V1" "V2" "V3" "V4"
"1" 0.0752363685370826 0.214432153406391 0.122870526069696 0.129009149946741
"2" 0.0790567300480219 0.253961662562729 0.152302116285444 0.157413703855512
"3" 0.120955147587753 0.144526175376046 0.136913683132259 0.0969325676571466
"4" 0.107751349401949 0.280836665055008 0.156329266280956 0.160889368789572
"5" 0.373676241983041 0.23061614777889 0.189302772252451 0.622768645824198
"6" 0.0518940232834114 0.026184506482878 0.024480108019357 0.0166219740480821
"7" 0.110974182376419 0.678175319760597 0.480308563408852 0.0880740761909064
"8" 0.131750411977343 0.279048366753269 0.150961078709888 0.173449772082896
"9" 0.108647777161229 0.213557797891124 0.0896762094894394 0.25348137794027
"10" 0.0263186551599168 0.250761370124381 0.122987081868494 0.287335778616987
"11" 0.041965603159183 0.166284977970217 0.103288866803672 0.166314190676872
"12" 0.0306412883278403 0.279503588400513 0.136382301347024 0.333079196161481
"13" 0.170847256487478 0.265911421857587 0.144421016027906 0.721249984417572
"14" 0.152993219986575 0.104625821961743 0.045710426329699 0.0174588864519281
"15" 0.0598156166218691 0.495716729584473 0.524362881565623 0.176240329691398
"16" 0.030711213542278 0.32471489953536 0.124957220502149 0.321252891563789
"17" 0.126910343751565 0.182548261311631 0.185610505695091 0.277668762619125
"18" 0.1708695617447 0.244011619445526 0.249528109075823 0.347499066365708
"19" 0.110059958288733 0.181339017689775 0.169868239369239 0.201124426238844
"20" 0.179105218171956 0.252468853870018 0.257928427159815 0.370736641332851
"21" 0.152177150728826 0.245952193404487 0.234493932863979 0.460707671807332
"22" 0.544106698961904 0.503347803896515 0.535635128266521 0.290007462889323
"23" 0.302880373018531 0.218737688135667 0.212270815026715 0.257648976439547
"24" 0.169456904277837 0.260465992285667 0.27473146878652 0.389391064345224
"25" 0.184415977698643 0.0567485692096913 0.0703424083934911 0.084765839293514
"26" 0.04936561158429 0.0754465736702388 0.0656025209544329 0.132436279694303
"27" 0.0193955707851855 0.0556490458557014 0.0554049582630768 0.0913291074655671
"28" 0.0147743054077427 0.0781527778613325 0.0849554829009941 0.16355252953246
"29" 0.00840379474159737 0.0650356709331885 0.0580908077682714 0.116600834250264
"30" 0.169927991876243 0.112880988926575 0.0194011821320408 0.0491594716597902
"31" 0.175307129325015 0.359179622614001 0.592870626969977 0.164586211724997
"32" 0.00711902624151136 0.280344078999211 0.0705712443076998 0.632415828883446
"33" 0.0643966879466831 0.168400928885566 0.176063217299097 0.319931306513062
"34" 0.0360811639777415 0.223388287550735 0.253490034006268 0.399146245190531
"35" 0.0296880136695624 0.184633010312328 0.178089238087435 0.248172167925728
"36" 0.0270054429533367 0.271358084046083 0.277226027575688 0.44120394970165
"37" 0.0635536316190513 0.347764396003819 0.284218297440037 0.625836897340471
"38" 0.321106664442758 0.271011978269807 0.260805538953686 0.16918247432488
"39" 0.1737584869583 0.231994842314503 0.440844706004922 0.286740244719325
"40" 0.0263773821829052 0.353435514811062 0.300504893158504 0.478799439464129
"41" 0.256556722034038 0.0787624822333363 0.0821179341757193 0.104523161449246
"42" 0.129839207567447 0.0666664656484322 0.108059086783997 0.133142206733254
"43" 0.0498585990398484 0.0517386070151866 0.0898157244611458 0.114096424789296
"44" 0.0845083944064741 0.0223585643670648 0.10558249478258 0.152809005833286
"45" 0.0546943750557719 0.0125872173109526 0.069426180142713 0.110417618855368
"46" 0.414823381638131 0.411336400361648 0.351782524799034 0.321338552624006
"47" 0.0550924481875256 0.149514362977709 0.344473987459732 0.256487895850077
"48" 0.0556571207168964 0.0442141031757942 0.123903521343725 0.205968518022618
"49" 0.123261597358223 0.225268464336298 0.149818848095044 0.162534005680575
"50" 0.153107211740771 0.288813116450683 0.203327804421626 0.219313135240561
"51" 0.0979208101844498 0.215872315291867 0.11757212813904 0.134333405703998
"52" 0.181339534529361 0.301331110886944 0.180683647917407 0.206640854279808
"53" 0.197799212263345 0.364638243334391 0.377094799746656 0.4351676125073
"54" 0.682842606695714 0.397868646124832 0.281366060098936 0.209626995282984
"55" 0.0747032987440341 0.0993948833451501 0.0364290958450784 0.0686976381917519
"56" 0.19028035101717 0.32858522006938 0.297452600297387 0.31263732561025
