r0,rt
1.84018865729071,1.78617904647219
1.69158016496476,1.6483391863787
1.7178592680262,1.66021856053997
1.53177389049948,1.44235172994844
1.57441346568453,1.49705809959076
1.85838381080663,1.81469184693506
1.89298827634436,1.79821985403873
1.90557932469856,1.8230363711967
1.72461209586204,1.67489572014345
1.79311243170998,1.72699016851194
1.76898589172408,1.72252881301844
1.96948817081886,1.90941396623545
1.69203155547377,1.62364724735499
1.99548362082162,1.93668270734377
1.69525979621851,1.65057944661427
2.02751291286567,1.95518129722315
1.68262472934413,1.63209904032618
1.70989317707048,1.66276038494147
1.40520988769362,1.35037449220985
1.88017839378887,1.81188631910801
1.71288113008483,1.67361729596059
1.56561956873968,1.47381321257064
1.53219700280672,1.49399043675936
1.56510553945499,1.50497148831416
1.78503313302275,1.73489856021364
1.63366234144442,1.57963969686166
1.96867148110723,1.92707283164563
1.78867489565557,1.75260153007689
1.77389279277362,1.71946777364767
1.57021716388393,1.47573550639547
1.7418109873854,1.69026492459191
1.96475998398747,1.92619203842863
1.86082597597432,1.80833421434581
1.77712702820953,1.72442707710604
1.60417554470117,1.53874198706063
1.87064720409939,1.80061696245675
1.93160817130726,1.84362793356929
1.39803488664919,1.3541214985031
1.76507001366951,1.71198976915849
1.84932060472933,1.77613051711767
1.92658717933,1.86100755688835
1.9072769281342,1.86371469650282
1.72543209996829,1.67721493362081
1.75382651945111,1.70298457358657
1.80538698833909,1.73531789637424
1.91703355690618,1.87543414069458
1.72826060416718,1.66847676436769
1.70007094424677,1.65538148765428
1.83283616518653,1.78045326397955
1.64834507561648,1.60295451967481
1.88954553958523,1.82836734711328
1.80428594840169,1.75210299428034
1.94931828818588,1.88372603222171
1.80766360905672,1.75020005709904
1.94944607692372,1.89201700303923
1.64411145364269,1.58251792623059
1.51091448171939,1.42538022566956
1.94718343428146,1.8813101430176
1.54768832308376,1.50232327803532
1.90802979830332,1.84339512634918
1.9557830311735,1.89437042247859
1.80233110230069,1.75718201345487
1.77942604429421,1.72982951470003
1.928905858217,1.85945040887964
1.64220263923019,1.59797435961772
2.19420359029318,2.13035534326341
1.55962987127263,1.47090342812506
1.79269249561389,1.74534423738698
1.81655502538587,1.76349438064158
1.79924426197433,1.74602884108074
1.84145706962383,1.77799125103963
1.72015077453181,1.67681674972371
1.5182016143623,1.45525183290422
1.51397748671205,1.44528069570767
1.70100361758621,1.65203778374375
1.85601303040854,1.80065609550549
1.92262435899793,1.87785066295586
1.84377599307579,1.78752964985852
1.89455180053106,1.83434181233032
1.84066729852263,1.7943498422037
1.69352290895654,1.63859995159218
1.69726663091358,1.64865422937333
1.70403407954649,1.64940115542427
1.69581012077384,1.6400164449176
1.70883716126822,1.64693065778108
1.78255235625251,1.7148443571127
1.85212049745007,1.80282502846863
1.77674949254999,1.72579209701465
1.84202606278558,1.77447616344204
1.71153501674423,1.66168928473484
1.74098681629885,1.69106938990972
1.6882971922006,1.61791354649518
1.52190554353025,1.48731811657453
1.72412044934876,1.67676989432381
1.89799816749172,1.85150935143023
1.72984704605133,1.68470142492074
1.68597290520094,1.65365821133336
1.89903205060938,1.84115905962702
1.77675873733211,1.71570406457752
1.38578505215695,1.32122586035157
1.79451366312753,1.73592745536881
2.00355577779702,1.94143724232985
1.78094763576922,1.70428109078886
1.83869576881303,1.792924367269
1.74455120797609,1.68060657906108
1.75506185634344,1.69654072506742
1.87046010873344,1.81838864625281
1.8357234444383,1.78030581770608
1.67515960402753,1.62832720269428
1.77778096039365,1.72820008365025
1.55296339760439,1.4946475022124
1.77027035929623,1.72311211616326
1.94198297466994,1.87197312062426
1.72021650723315,1.66016822380357
1.55827648312901,1.49383132905516
1.79967104128865,1.74412365419353
1.77303784222341,1.71302403487248
1.75944561940508,1.71493357185767
1.72144213466963,1.67326292991682
1.65272884140481,1.57213540157732
1.44315527521181,1.39755145070716
1.3868728886739,1.32548288956593
1.80211631852204,1.75312131977236
1.85451282746386,1.79678412830906
1.68001471004547,1.64174022979166
1.78746573674248,1.74268643594412
1.74818628039213,1.69946332531361
1.70376604087023,1.66276734863035
1.66005034874027,1.60377348001402
1.71696869042903,1.66155079897187
1.72969154856649,1.68156516928461
2.08106100431859,2.0264173860187
1.52345943443999,1.45814208167262
1.62519398790973,1.59011904836317
1.83032363351759,1.77172955922861
1.88760522578811,1.82672270988568
1.55427197646397,1.46767482134734
1.8159886240951,1.7633545473699
1.41837703231929,1.33794261259146
1.71904528840587,1.66875448066649
1.73419229035129,1.68752694265703
1.62947244461315,1.56520484498149
1.81681139487431,1.76878387593039
1.8541251940842,1.8069438017209
1.89672493913856,1.84696330283214
1.64936071298031,1.59096926385637
1.86849103788389,1.81905247177742
1.78914587600082,1.73996932238701
1.76380642461474,1.71229452497488
1.78274660147163,1.72595770568664
1.869826961483,1.81298327123169
1.80290708081483,1.75238763332489
1.76413440514057,1.69957992949059
1.71554811685858,1.66726125884666
1.81281342644017,1.76455572916119
1.64399454790442,1.5725824466623
1.42325252132881,1.33410939774983
2.00239644746587,1.96235288917157
1.89020218344576,1.83058745518137
1.5602456286471,1.46950783117596
1.89768092984083,1.84854268319925
1.86357271499746,1.80596844778988
1.7524689835914,1.7052555086478
1.89156815084412,1.84157981060629
1.6837052388283,1.61650211375811
1.59889671158128,1.55654923384495
2.09253598812368,2.02524081108111
1.9260837219518,1.87659946500996
1.97646359243966,1.90064926629337
2.12626654226218,2.06708877029667
1.7935149681675,1.72310539794054
1.62014170844323,1.56398137067561
1.6802427621301,1.63501450321542
1.56095799034862,1.49528456043872
1.68555040277222,1.62033677595783
1.67997438319753,1.61870669417241
1.7918420613239,1.73459383972098
1.67454401609701,1.62570108242126
1.63899202890996,1.57896955710031
1.53079336065666,1.485920921225
1.69995038434774,1.65015353155079
1.6679315593127,1.61400400526664
1.36508187381338,1.29305944496631
1.45140225586737,1.39694825220882
1.91936574072973,1.85255411919952
1.89408491123688,1.81174849907609
1.67651934124021,1.61649607633597
1.73447001417973,1.66425080189309
1.80493449331305,1.75079419378677
1.82360730533612,1.77158590620204
1.72345828432819,1.68083107241986
2.00639060765316,1.94890650521544
1.73237118271633,1.67325370467459
1.88790227829148,1.83624528691908
1.68433956772041,1.62362468480474
1.53845516041527,1.49922655915928
1.99499708905929,1.93525118059577
1.85622689018626,1.77959567615648
1.80329661179014,1.75895869190035
1.50925964491712,1.44351126080225
1.75003796458864,1.70136529697804
1.71376451696325,1.66084246850454
1.92359556723904,1.86631828677041
1.56545625590126,1.4859257251472
1.69750103000368,1.63757875581657
1.67397366633316,1.60794994165552
1.86588313823022,1.81790396166334
1.62892032229268,1.55269814159019
1.53041773083855,1.46211369274223
1.54030087501442,1.49925013953388
1.86085000111746,1.80826948188548
1.68106480476067,1.63460798069232
1.99729518426855,1.93566884120642
1.73113081149936,1.66975759682875
1.76238534631255,1.71095562836136
1.74287115379606,1.69498500475048
1.99848203347051,1.94395446971474
1.77089142366184,1.71463907849289
1.69593952243312,1.64149051071762
2.05138543477269,1.99254384266557
1.94926433646455,1.88881859785735
1.72679369928883,1.66751801199646
1.60356206485287,1.54283446700629
1.96908517453899,1.92596952837717
1.98705187638488,1.90891215136962
1.47800355922771,1.42083016994899
1.44507973196554,1.40476810658737
2.06170209595294,2.01864599951361
1.74426380486246,1.69298178441807
1.94984655516602,1.90302559745798
1.77117774353135,1.72346893367149
1.78385672055527,1.72794028469624
1.72355594213997,1.68938637205139
1.53550506443005,1.47946871727012
2.07387163876857,2.02523718786713
1.64663741457015,1.59621245305774
1.86545304775216,1.81554362988483
1.67934829893,1.62351370788861
1.88994081694598,1.82669091260894
1.85981236733067,1.78355836777707
1.90280120256775,1.82530598148606
1.6550768006711,1.62035143246272
1.69246723905588,1.64011027300599
1.84900196172367,1.80522300094081
1.67194043934392,1.62022085817774
1.59208154867442,1.54635281419272
1.4559291129941,1.40955771697097
1.79694614592627,1.75812676105425
1.9043395663514,1.84215713925181
1.81529082283119,1.76565192638262
1.66037100834552,1.62489853541424
1.8059137613401,1.76672188121848
